target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3334.47	2.34933	0.0216905
FBtr0307554	3546	3343.47	0.086252	0.000794189
FBtr0307555	4528	4325.47	30.5644	0.217538
FBtr0070002	1226	1023.47	0	0
FBtr0070003	1164	961.47	2	0.0640393
FBtr0301569	2929	2726.47	3	0.0338745
FBtr0343166	3140	2937.47	0	0
FBtr0070029	1164	961.47	2	0.0640393
FBtr0301572	466	266.714	0	0
FBtr0070032	981	778.47	0	0
FBtr0070035	1129	926.47	0	0
FBtr0070036	611	408.839	70	5.27106
FBtr0070045	2227	2024.47	4051	61.6032
FBtr0070046	2844	2641.47	2935	34.207
FBtr0299869	778	575.528	89534.8	4789.36
FBtr0299870	789	586.47	24595.4	1291.1
FBtr0333910	1224	1021.47	959.757	28.926
FBtr0070063	6538	6335.47	8943.75	43.4603
FBtr0332992	7235	7032.47	714.254	3.12678
FBtr0070064	2054	1851.47	3033.35	50.438
FBtr0070065	2110	1907.47	1144.25	18.4677
FBtr0070066	3352	3149.47	0	0
FBtr0070067	3376	3173.47	0	0
FBtr0070068	3402	3199.47	64.9968	0.625412
FBtr0342962	4130	3927.47	0	0
FBtr0344149	3428	3225.47	0.0031882	3.04302e-05
FBtr0070069	1055	852.47	0	0
FBtr0070070	1188	985.47	0	0
FBtr0070071	2038	1835.47	3	0.0503183
FBtr0070072	917	714.47	0	0
FBtr0070073	1438	1235.47	0	0
FBtr0070074	1097	894.47	0	0
FBtr0070075	2430	2227.47	1	0.013821
FBtr0070076	743	540.528	29.9641	1.70661
FBtr0112947	812	609.47	1343.89	67.8835
FBtr0070077	532	330.81	19.5051	1.81519
FBtr0336919	837	634.47	85.6657	4.15669
FBtr0300328	580	378.237	0	0
FBtr0070078	517	316.199	37.784	3.67874
FBtr0336920	787	584.47	38.1888	2.01153
FBtr0336921	526	324.974	0	0
FBtr0343501	627	424.714	0	0
FBtr0070079	2345	2142.47	1135	16.3092
FBtr0070080	1119	916.47	3	0.100776
FBtr0340145	1344	1141.47	0	0
FBtr0070088	1243	1040.47	3.32063	0.0982525
FBtr0070092	1950	1747.47	7398.26	130.338
FBtr0070093	2123	1920.47	251.736	4.03544
FBtr0070094	4342	4139.47	4741	35.2596
FBtr0070099	2279	2076.47	219	3.24691
FBtr0070100	1310	1107.47	11	0.305783
FBtr0070101	1805	1602.47	167.435	3.21669
FBtr0070102	1821	1618.47	0	0
FBtr0273442	1711	1508.47	51.3458	1.0479
FBtr0273443	1603	1400.47	10.2253	0.224778
FBtr0344150	1730	1527.47	13.0959	0.263946
FBtr0344151	1834	1631.47	169.898	3.20598
FBtr0070103	1492	1289.47	6.19332	0.147865
FBtr0300326	4823	4620.47	20.8067	0.138634
FBtr0342963	1675	1472.47	0	0
FBtr0070107	1630	1427.47	63.0915	1.36068
FBtr0070108	1731	1528.47	1148.62	23.1352
FBtr0340207	1751	1548.47	20.2837	0.40327
FBtr0070109	5422	5219.47	17.5109	0.103284
FBtr0307291	6331	6128.47	23.4488	0.117793
FBtr0307292	5251	5048.47	0	0
FBtr0307293	5425	5222.47	25.2491	0.148841
FBtr0307294	6324	6121.47	3.72421	0.0187297
FBtr0307295	5425	5222.47	35.0669	0.206716
FBtr0070115	1175	972.47	1613	51.0635
FBtr0070116	2256	2053.47	1605.71	24.073
FBtr0070117	2199	1996.47	0	0
FBtr0070118	2197	1994.47	302.292	4.66607
FBtr0070119	3680	3477.47	3901	34.5354
FBtr0070120	4901	4698.47	2379.9	15.5939
FBtr0340081	4889	4686.47	189.591	1.24544
FBtr0340082	4657	4454.47	437.507	3.02371
FBtr0070121	1550	1347.47	1354	30.9351
FBtr0308651	1229	1026.47	139.243	4.17618
FBtr0070122	696	493.58	4980.08	310.622
FBtr0343564	1145	942.47	340.965	11.1377
FBtr0070134	1236	1033.47	139.171	4.14575
FBtr0343759	1362	1159.47	18.5181	0.491688
FBtr0070135	2124	1921.47	776.795	12.4459
FBtr0070136	2103	1900.47	352.028	5.70255
FBtr0070137	2193	1990.47	183.176	2.83312
FBtr0070138	2249	2046.47	219.911	3.30822
FBtr0112928	2304	2101.47	0	0
FBtr0345511	3250	3047.47	6.08885	0.0615103
FBtr0479789	3208	3005.47	2392.45	24.5066
FBtr0479790	3915	3712.47	241.547	2.00304
FBtr0070142	475	275.358	0	0
FBtr0290198	1427	1224.47	6	0.150853
FBtr0070145	1802	1599.47	3	0.0577427
FBtr0070146	3619	3416.47	6971	62.8159
FBtr0070147	1603	1400.47	1	0.0219826
FBtr0070148	1100	897.47	72444	2485.05
FBtr0070149	1565	1362.47	7	0.15817
FBtr0070150	1686	1483.47	11.5513	0.23972
FBtr0070151	6137	5934.47	7178.7	37.2405
FBtr0308652	5149	4946.47	735.01	4.57456
FBtr0070155	568	366.424	38373.7	3224.05
FBtr0070156	555	353.602	3315.41	288.652
FBtr0070157	535	333.776	304.213	28.0592
FBtr0070158	592	390.198	510.62	40.287
FBtr0345321	493	292.874	16257.1	1708.89
FBtr0070159	387	193.314	3347	533.021
FBtr0070160	499	298.755	488	50.2871
FBtr0070161	4310	4107.47	2522.84	18.909
FBtr0110791	4398	4195.47	157.622	1.15662
FBtr0339430	4725	4522.47	300.418	2.04504
FBtr0339431	4307	4104.47	278.587	2.08956
FBtr0339432	4391	4188.47	4578.68	33.654
FBtr0339433	4448	4245.47	263.394	1.91
FBtr0339434	3741	3538.47	765.459	6.65976
FBtr0110804	516	315.231	0	0
FBtr0070163	881	678.47	0	0
FBtr0070164	634	431.714	0	0
FBtr0310165	645	442.627	0	0
FBtr0070165	602	400.001	1307	100.593
FBtr0307181	2880	2677.47	22.1106	0.254231
FBtr0345512	3540	3337.47	0	0
FBtr0070167	2100	1897.47	245.239	3.97893
FBtr0070168	1777	1574.47	982.02	19.2016
FBtr0070169	1896	1693.47	272.124	4.947
FBtr0307182	1623	1420.47	2407.31	52.1738
FBtr0332589	1656	1453.47	213.305	4.518
FBtr0070170	2155	1952.47	1924.52	30.3452
FBtr0070171	667	464.627	2	0.132519
FBtr0070172	590	388.198	0	0
FBtr0070173	1412	1209.47	1261	32.0976
FBtr0070179	1107	904.47	139	4.73122
FBtr0070180	489	288.962	2	0.213079
FBtr0070181	4766	4563.47	5.06792	0.034189
FBtr0113327	4995	4792.47	71.4868	0.459217
FBtr0331339	4766	4563.47	5.06792	0.034189
FBtr0331340	4325	4122.47	2856.38	21.331
FBtr0070182	2214	2011.47	5898	90.27
FBtr0070183	2462	2259.47	76.45	1.04165
FBtr0070184	462	262.981	0	0
FBtr0070185	2073	1870.47	0	0
FBtr0342734	2540	2337.47	0	0
FBtr0070186	839	636.47	3	0.145109
FBtr0070187	2496	2293.47	26.4821	0.355477
FBtr0070188	1515	1312.47	2536.89	59.5065
FBtr0070189	1545	1342.47	1	0.0229323
FBtr0331301	1301	1098.47	8.00222	0.224272
FBtr0070195	987	784.47	0	0
FBtr0310459	500	299.725	0	0
FBtr0336688	1664	1461.47	79.55	1.67572
FBtr0070197	1199	996.47	832.401	25.717
FBtr0310611	1698	1495.47	0	0
FBtr0345513	2256	2053.47	13.5991	0.20388
FBtr0070198	783	580.528	0	0
FBtr0342727	1387	1184.47	0	0
FBtr0070199	1430	1227.47	0	0
FBtr0310612	1564	1361.47	0	0
FBtr0070200	1413	1210.47	3	0.0762991
FBtr0070201	2704	2501.47	30.2117	0.371819
FBtr0345506	2801	2598.47	26.7883	0.317381
FBtr0070202	2579	2376.47	6	0.0777268
FBtr0070203	1603	1400.47	6282	138.094
FBtr0070204	819	616.47	44	2.19732
FBtr0070205	1884	1681.47	36.0315	0.659698
FBtr0342728	1744	1541.47	408.969	8.16784
FBtr0070206	1599	1396.47	6.76803	0.149205
FBtr0342729	980	777.47	0.231972	0.00918554
FBtr0070207	6581	6378.47	11175	53.9365
FBtr0070209	2347	2144.47	4096.43	58.8081
FBtr0310619	1989	1786.47	114.575	1.97445
FBtr0070211	1002	799.47	12.7915	0.492575
FBtr0303284	910	707.47	3.20848	0.139619
FBtr0070212	2460	2257.47	4221	57.5633
FBtr0070213	690	487.58	4	0.252561
FBtr0070215	3055	2852.47	2340.05	25.2555
FBtr0339772	3096	2893.47	19.3078	0.205431
FBtr0339773	2945	2742.47	9.36881e-08	1.05171e-09
FBtr0339774	3635	3432.47	242.64	2.17625
FBtr0070216	2708	2505.47	4641.99	57.0383
FBtr0070217	2853	2650.47	520.305	6.04348
FBtr0070218	2739	2536.47	79.708	0.967441
FBtr0070219	3697	3494.47	17.3813	0.153127
FBtr0070222	3438	3235.47	62.237	0.592193
FBtr0342735	3484	3281.47	0.00402618	3.77726e-05
FBtr0342736	3220	3017.47	20.8553	0.212777
FBtr0342737	3585	3382.47	0	0
FBtr0330317	3511	3308.47	51.6656	0.480758
FBtr0330318	3726	3523.47	12.8566	0.112333
FBtr0330319	3254	3051.47	67.0198	0.676155
FBtr0330320	4058	3855.47	15.9763	0.127571
FBtr0479843	3484	3281.47	0.00402618	3.77726e-05
FBtr0070225	3784	3581.47	1866.47	16.044
FBtr0332291	3799	3596.47	0	0
FBtr0332292	3603	3400.47	22.5257	0.203935
FBtr0070230	3382	3179.47	1912	18.5134
FBtr0070231	1713	1510.47	60	1.2229
FBtr0070233	831	628.47	923	45.2136
FBtr0070234	1114	911.47	2475	83.5959
FBtr0070235	3623	3420.47	3042.85	27.3872
FBtr0342738	3887	3684.47	1060.68	8.86261
FBtr0332287	3620	3417.47	65.4655	0.589739
FBtr0070236	2319	2116.47	1368.23	19.9022
FBtr0070237	1374	1171.47	39.94	1.04961
FBtr0332288	2243	2040.47	12.8252	0.193502
FBtr0070238	4457	4254.47	46.6865	0.33783
FBtr0342730	4397	4194.47	39.3135	0.288547
FBtr0070239	5365	5162.47	2997.23	17.8737
FBtr0070241	4274	4071.47	144.156	1.09002
FBtr0342731	5323	5120.47	336.059	2.0205
FBtr0310282	5414	5211.47	0	0
FBtr0310283	5157	4954.47	0	0
FBtr0303264	5470	5267.47	131.559	0.768902
FBtr0302877	404	208.808	0	0
FBtr0070244	7025	6822.47	142.932	0.64497
FBtr0330391	7025	6822.47	142.932	0.64497
FBtr0345507	6975	6772.47	1.13626	0.00516516
FBtr0070245	2890	2687.47	1727	19.7834
FBtr0070250	1487	1284.47	793.059	19.0079
FBtr0345522	3018	2815.47	34.9405	0.382059
FBtr0070251	2159	1956.47	2	0.0314709
FBtr0070252	1638	1435.47	0	0
FBtr0070253	859	656.47	115.088	5.3972
FBtr0339576	905	702.47	12.464	0.546239
FBtr0339577	855	652.47	84.2448	3.97498
FBtr0300352	799	596.47	0	0
FBtr0345508	1474	1271.47	18.6069	0.450526
FBtr0070254	753	550.528	38.5961	2.15832
FBtr0070257	1082	879.47	2	0.0700102
FBtr0070259	2082	1879.47	2506.19	41.0517
FBtr0339589	2672	2469.47	389.816	4.85969
FBtr0070260	3254	3051.47	81.2498	0.81972
FBtr0339591	4686	4483.47	124.492	0.854828
FBtr0339590	2776	2573.47	4575.02	54.7301
FBtr0070269	3161	2958.47	1186	12.3415
FBtr0070270	2540	2337.47	1313.25	17.2963
FBtr0333115	3038	2835.47	110.089	1.19529
FBtr0273400	1470	1267.47	0	0
FBtr0308320	3151	2948.47	6.27514	0.0655208
FBtr0070272	2139	1936.47	0	0
FBtr0070277	2149	1946.47	79.2346	1.2532
FBtr0302174	2966	2763.47	7.93559	0.0884049
FBtr0302175	2336	2133.47	0	0
FBtr0345509	2972	2769.47	0.555644	0.00617663
FBtr0070278	1115	912.47	0	0
FBtr0344154	1247	1044.47	0	0
FBtr0070279	2210	2007.47	1011.27	15.5085
FBtr0330407	2218	2015.47	17.9415	0.274053
FBtr0333116	2047	1844.47	7.78658	0.129965
FBtr0070283	829	626.47	735.679	36.1527
FBtr0070284	6411	6208.47	9183.2	45.5367
FBtr0343517	6772	6569.47	50.8244	0.238174
FBtr0303587	5100	4897.47	4470.83	28.104
FBtr0070285	457	258.217	2.23788	0.26681
FBtr0070289	1109	906.47	543.838	18.4701
FBtr0070290	1083	880.47	112616	3937.66
FBtr0339593	1035	832.47	1118.73	41.3721
FBtr0339594	1088	885.47	1273.45	44.2753
FBtr0070293	1466	1263.47	0	0
FBtr0070294	1564	1361.47	880	19.8988
FBtr0070295	1063	860.47	48	1.71735
FBtr0070296	1634	1431.47	1493	32.1092
FBtr0070298	870	667.47	6	0.27674
FBtr0070301	803	600.47	0	0
FBtr0070308	842	639.47	1113.47	53.6056
FBtr0114454	865	662.47	9.53129	0.442933
FBtr0070310	3419	3216.47	1967.75	18.834
FBtr0339600	3404	3201.47	0	0
FBtr0070311	2543	2340.47	4035.34	53.0798
FBtr0070312	1704	1501.47	2311.44	47.3934
FBtr0070313	1019	816.47	88.5535	3.33901
FBtr0331384	770	567.528	1357.24	73.6244
FBtr0070314	869	666.47	1323.21	61.1226
FBtr0332579	1076	873.47	168.786	5.94897
FBtr0070315	3459	3256.47	2172	20.5336
FBtr0070316	6065	5862.47	1675.67	8.79954
FBtr0344155	6716	6513.47	620.33	2.93199
FBtr0070317	3688	3485.47	2708.01	23.9189
FBtr0332586	3619	3416.47	89.9909	0.810911
FBtr0070320	1648	1445.47	13.3143	0.28357
FBtr0070318	1791	1588.47	4170.71	80.8319
FBtr0070319	1747	1544.47	1353.48	26.979
FBtr0332587	1544	1341.47	0.00217771	4.9977e-05
FBtr0332588	1765	1562.47	140.495	2.76823
FBtr0070321	1105	902.47	878	29.9512
FBtr0070328	1097	894.47	36	1.23905
FBtr0070330	2070	1867.47	137.681	2.26972
FBtr0344156	2042	1839.47	1014.58	16.9804
FBtr0070331	923	720.47	1202.18	51.3697
FBtr0070334	2436	2233.47	404.219	5.57171
FBtr0070335	2466	2263.47	86.9243	1.18228
FBtr0070336	2371	2168.47	12.4259	0.176412
FBtr0070337	2097	1894.47	3681.13	59.8199
FBtr0300254	2317	2114.47	208.026	3.02878
FBtr0300255	2521	2318.47	141.831	1.88331
FBtr0302435	2356	2153.47	0	0
FBtr0070338	920	717.47	123	5.27781
FBtr0070339	2664	2461.47	3113	38.9347
FBtr0070340	5230	5027.47	36	0.220447
FBtr0070341	2941	2738.47	1.00235	0.0112684
FBtr0303043	3782	3579.47	48.0353	0.413137
FBtr0303044	2939	2736.47	8.15695	0.0917675
FBtr0303045	3780	3577.47	223.789	1.92582
FBtr0310288	2937	2734.47	6.01608	0.0677318
FBtr0310289	3014	2811.47	0	0
FBtr0070342	583	381.237	29.4869	2.38115
FBtr0310443	897	694.47	66.5131	2.94853
FBtr0070345	4868	4665.47	171.073	1.12885
FBtr0070343	3511	3308.47	0	0
FBtr0070344	3511	3308.47	5179.85	48.1995
FBtr0303048	3306	3103.47	433.417	4.29943
FBtr0310657	3877	3674.47	0	0
FBtr0310658	3369	3166.47	67.298	0.654303
FBtr0310659	3351	3148.47	0	0
FBtr0333801	3516	3313.47	54.093	0.502586
FBtr0333802	3366	3163.47	0	0
FBtr0070346	2515	2312.47	2824.69	37.6051
FBtr0333803	3038	2835.47	65.3691	0.70974
FBtr0070347	1203	1000.47	1903	58.5581
FBtr0070349	2341	2138.47	657	9.45833
FBtr0070350	2297	2094.47	1560.06	22.9309
FBtr0070351	2447	2244.47	837.935	11.4934
FBtr0070352	4251	4048.47	19.608	0.149106
FBtr0070353	3221	3018.47	850.934	8.67883
FBtr0070354	3670	3467.47	278.186	2.46987
FBtr0332580	3883	3680.47	168.085	1.40598
FBtr0305583	3935	3732.47	916.188	7.55684
FBtr0070355	937	734.47	7	0.293411
FBtr0070362	8251	8048.47	2246.88	8.59448
FBtr0070363	8314	8111.47	69.4887	0.263734
FBtr0070364	501	300.695	568.371	58.1912
FBtr0331385	598	396.001	29.1896	2.26926
FBtr0070365	508	307.543	1090.24	109.136
FBtr0345510	920	717.47	118.421	5.08133
FBtr0070366	1100	897.47	2561.2	87.8568
FBtr0339601	1097	894.47	526.803	18.1316
FBtr0070367	2158	1955.47	155.242	2.44406
FBtr0070368	1972	1769.47	1024.01	17.8161
FBtr0070369	3451	3248.47	7170.47	67.9549
FBtr0070370	3385	3182.47	1564.44	15.1337
FBtr0339494	3511	3308.47	315.092	2.93199
FBtr0070371	2170	1967.47	2212.64	34.6223
FBtr0301926	2167	1964.47	2949.36	46.2204
FBtr0070372	720	517.58	663.426	39.461
FBtr0333511	802	599.47	241.574	12.4061
FBtr0309970	849	646.47	2	0.0952432
FBtr0070375	1240	1037.47	440.689	13.077
FBtr0070376	2970	2767.47	1388.47	15.4456
FBtr0070377	2860	2657.47	416.667	4.82695
FBtr0333754	3825	3622.47	122.867	1.0442
