target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3337.38	0	0
FBtr0307554	3546	3346.38	13.8186	0.108921
FBtr0307555	4528	4328.38	50.1814	0.305802
FBtr0070002	1226	1026.38	0	0
FBtr0070003	1164	964.381	3	0.0820533
FBtr0301569	2929	2729.38	5	0.0483202
FBtr0343166	3140	2940.38	0	0
FBtr0070029	1164	964.381	0	0
FBtr0301572	466	269.488	0	0
FBtr0070032	981	781.381	0	0
FBtr0070035	1129	929.381	0	0
FBtr0070036	611	411.603	47	3.01192
FBtr0070045	2227	2027.38	6215	80.8591
FBtr0070046	2844	2644.38	5208	51.9481
FBtr0299869	778	578.381	103582	4723.84
FBtr0299870	789	589.381	25001	1118.88
FBtr0333910	1224	1024.38	1598.59	41.1621
FBtr0070063	6538	6338.38	12458	51.8431
FBtr0332992	7235	7035.38	1237.05	4.63791
FBtr0070064	2054	1854.38	2625.75	37.3489
FBtr0070065	2110	1910.38	2061.68	28.4659
FBtr0070066	3352	3152.38	0	0
FBtr0070067	3376	3176.38	0	0
FBtr0070068	3402	3202.38	77	0.634221
FBtr0342962	4130	3930.38	0	0
FBtr0344149	3428	3228.38	0	0
FBtr0070069	1055	855.381	0	0
FBtr0070070	1188	988.381	1	0.0266869
FBtr0070071	2038	1838.38	7	0.100435
FBtr0070072	917	717.381	0	0
FBtr0070073	1438	1238.38	0	0
FBtr0070074	1097	897.381	0	0
FBtr0070075	2430	2230.38	2	0.0236523
FBtr0070076	743	543.381	43.2005	2.09704
FBtr0112947	812	612.381	1341.49	57.7817
FBtr0070077	532	333.582	5.82998	0.460986
FBtr0336919	837	637.381	109.098	4.51482
FBtr0300328	580	380.842	0	0
FBtr0070078	517	318.977	35.5921	2.94318
FBtr0336920	787	587.381	56.501	2.53723
FBtr0336921	526	327.88	0	0
FBtr0343501	627	427.519	5.2842	0.326022
FBtr0070079	2345	2145.38	1385	17.0282
FBtr0070080	1119	919.381	0.00128567	3.68855e-05
FBtr0340145	1344	1144.38	9.99871	0.230461
FBtr0070088	1243	1043.38	71.1415	1.79847
FBtr0070092	1950	1750.38	8119.17	122.35
FBtr0070093	2123	1923.38	345.827	4.7426
FBtr0070094	4342	4142.38	6319	40.2366
FBtr0070099	2279	2079.38	12963	164.435
FBtr0070100	1310	1110.38	1	0.0237548
FBtr0070101	1805	1605.38	177.78	2.92097
FBtr0070102	1821	1621.38	0	0
FBtr0273442	1711	1511.38	173.933	3.03551
FBtr0273443	1603	1403.38	0	0
FBtr0344150	1730	1530.38	0	0
FBtr0344151	1834	1634.38	32.2869	0.521069
FBtr0070103	1492	1292.38	37.6445	0.768306
FBtr0300326	4823	4623.38	51.3555	0.292988
FBtr0342963	1675	1475.38	0	0
FBtr0070107	1630	1430.38	153.129	2.82377
FBtr0070108	1731	1531.38	1253.64	21.593
FBtr0340207	1751	1551.38	31.2301	0.53098
FBtr0070109	5422	5222.38	19.3427	0.0976949
FBtr0307291	6331	6131.38	49.84	0.214409
FBtr0307292	5251	5051.38	0	0
FBtr0307293	5425	5225.38	19.5469	0.0986693
FBtr0307294	6324	6124.38	9.55971	0.0411724
FBtr0307295	5425	5225.38	42.7108	0.215597
FBtr0070115	1175	975.381	1793	48.4874
FBtr0070116	2256	2056.38	1853.89	23.7795
FBtr0070117	2199	1999.38	56.8871	0.750483
FBtr0070118	2197	1997.38	456.227	6.0248
FBtr0070119	3680	3480.38	3855	29.216
FBtr0070120	4901	4701.38	2921.61	16.3915
FBtr0340081	4889	4689.38	36.2581	0.203945
FBtr0340082	4657	4457.38	636.134	3.76436
FBtr0070121	1550	1350.38	1583	30.9206
FBtr0308651	1229	1029.38	99.0904	2.53909
FBtr0070122	696	496.381	5110.58	271.568
FBtr0343564	1145	945.381	454.327	12.6761
FBtr0070134	1236	1036.38	174.093	4.43082
FBtr0343759	1362	1162.38	22.2039	0.503853
FBtr0070135	2124	1924.38	950.497	13.0282
FBtr0070136	2103	1903.38	486.122	6.73663
FBtr0070137	2193	1993.38	385.381	5.09945
FBtr0070138	2249	2049.38	294.905	3.79562
FBtr0112928	2304	2104.38	0	0
FBtr0345511	3250	3050.38	6.09467	0.052701
FBtr0479789	3208	3008.38	2574.59	22.5735
FBtr0479790	3915	3715.38	420.411	2.98465
FBtr0070142	475	278.157	2	0.189654
FBtr0290198	1427	1227.38	14	0.300865
FBtr0070145	1802	1602.38	5	0.0823052
FBtr0070146	3619	3419.38	8877	68.4765
FBtr0070147	1603	1403.38	67.3264	1.26542
FBtr0070148	1100	900.381	94205	2759.76
FBtr0070149	1565	1365.38	57	1.10114
FBtr0070150	1686	1486.38	57.7345	1.02454
FBtr0070151	6137	5937.38	10389.6	46.1561
FBtr0308652	5149	4949.38	1121.36	5.97608
FBtr0070155	568	368.916	46905.6	3353.66
FBtr0070156	555	356.062	4332.64	320.96
FBtr0070157	535	336.548	358.818	28.1223
FBtr0070158	592	392.765	481.811	32.3569
FBtr0345321	493	295.496	17080.2	1524.62
FBtr0070159	387	195.529	4157	560.78
FBtr0070160	499	301.346	470	41.1391
FBtr0070161	4310	4110.38	3108.39	19.947
FBtr0110791	4398	4198.38	3.21766e-06	2.02153e-08
FBtr0339430	4725	4525.38	713.957	4.1614
FBtr0339431	4307	4107.38	576.388	3.70146
FBtr0339432	4391	4191.38	6043.67	38.0335
FBtr0339433	4448	4248.38	379.5	2.3562
FBtr0339434	3741	3541.38	976.091	7.2701
FBtr0110804	516	318.009	0	0
FBtr0070163	881	681.381	0	0
FBtr0070164	634	434.519	0	0
FBtr0310165	645	445.475	0	0
FBtr0070165	602	402.725	1188.99	77.8743
FBtr0307181	2880	2680.38	16.9325	0.166628
FBtr0345512	3540	3340.38	20.2447	0.15986
FBtr0070167	2100	1900.38	309.472	4.2954
FBtr0070168	1777	1577.38	1079.86	18.0574
FBtr0070169	1896	1696.38	355.274	5.52412
FBtr0307182	1623	1423.38	2940.56	54.4919
FBtr0332589	1656	1456.38	111.835	2.02546
FBtr0070170	2155	1955.38	2241.48	30.2362
FBtr0070171	667	467.475	1	0.0564241
FBtr0070172	590	390.765	0	0
FBtr0070173	1412	1212.38	1342	29.1969
FBtr0070179	1107	907.381	348	10.1161
FBtr0070180	489	291.615	3	0.271353
FBtr0070181	4766	4566.38	1.67239	0.00966027
FBtr0113327	4995	4795.38	92.0158	0.50613
FBtr0331339	4766	4566.38	1.67239	0.00966027
FBtr0331340	4325	4125.38	3139.64	20.0742
FBtr0070182	2214	2014.38	5762	75.4492
FBtr0070183	2462	2262.38	68.2334	0.795526
FBtr0070184	462	265.812	0	0
FBtr0070185	2073	1873.38	2	0.0281596
FBtr0342734	2540	2340.38	0	0
FBtr0070186	839	639.381	94	3.87785
FBtr0070187	2496	2296.38	77.5198	0.890413
FBtr0070188	1515	1315.38	3106.82	62.3
FBtr0070189	1545	1345.38	7	0.137238
FBtr0331301	1301	1101.38	20.0061	0.479124
FBtr0070195	987	787.381	1	0.0334995
FBtr0310459	500	302.316	0	0
FBtr0336688	1664	1464.38	78.7666	1.41877
FBtr0070197	1199	999.381	872.907	23.0388
FBtr0310611	1698	1498.38	21.0194	0.370016
FBtr0345513	2256	2056.38	33.0733	0.424226
FBtr0070198	783	583.381	0	0
FBtr0342727	1387	1187.38	0	0
FBtr0070199	1430	1230.38	2	0.0428759
FBtr0310612	1564	1364.38	0	0
FBtr0070200	1413	1213.38	5	0.108692
FBtr0070201	2704	2504.38	61	0.64247
FBtr0345506	2801	2601.38	0	0
FBtr0070202	2579	2379.38	9	0.0997704
FBtr0070203	1603	1403.38	6458	121.38
FBtr0070204	819	619.381	33	1.40533
FBtr0070205	1884	1684.38	36.0939	0.565218
FBtr0342728	1744	1544.38	320.906	5.48083
FBtr0070206	1599	1399.38	0	0
FBtr0342729	980	780.381	2	0.0676
FBtr0070207	6581	6381.38	15950	65.9279
FBtr0070209	2347	2147.38	5189.51	63.7442
FBtr0310619	1989	1789.38	242.489	3.57448
FBtr0070211	1002	802.381	21	0.690338
FBtr0303284	910	710.381	0	0
