target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3328.16	0	0
FBtr0307554	3546	3337.16	28.7688	0.327154
FBtr0307555	4528	4319.16	14.2312	0.12504
FBtr0070002	1226	1017.16	0	0
FBtr0070003	1164	955.157	1	0.0397313
FBtr0301569	2929	2720.16	3	0.0418538
FBtr0343166	3140	2931.16	0	0
FBtr0070029	1164	955.157	1	0.0397313
FBtr0301572	466	260.035	0	0
FBtr0070032	981	772.157	0	0
FBtr0070035	1129	920.157	0	0
FBtr0070036	611	402.365	36	3.39538
FBtr0070045	2227	2018.16	3359	63.1629
FBtr0070046	2844	2635.16	2619	37.7169
FBtr0299869	778	569.218	64487	4299.33
FBtr0299870	789	580.218	17900.5	1170.8
FBtr0333910	1224	1015.16	621.471	23.2324
FBtr0070063	6538	6329.16	8540.52	51.2089
FBtr0332992	7235	7026.16	648.482	3.50257
FBtr0070064	2054	1845.16	2940.92	60.4863
FBtr0070065	2110	1901.16	712.934	14.2311
FBtr0070066	3352	3143.16	0	0
FBtr0070067	3376	3167.16	56	0.671005
FBtr0070068	3402	3193.16	0	0
FBtr0342962	4130	3921.16	0	0
FBtr0344149	3428	3219.16	5.03936e-08	5.94074e-10
FBtr0070069	1055	846.157	0	0
FBtr0070070	1188	979.157	0	0
FBtr0070071	2038	1829.16	3	0.0622411
FBtr0070072	917	708.157	0	0
FBtr0070073	1438	1229.16	0	0
FBtr0070074	1097	888.157	0	0
FBtr0070075	2430	2221.16	0	0
FBtr0070076	743	534.272	24.6517	1.75102
FBtr0112947	812	603.218	1050.17	66.0683
FBtr0070077	532	324.204	0	0
FBtr0336919	837	628.157	59.0255	3.56598
FBtr0300328	580	371.442	1.95645	0.199887
FBtr0070078	517	309.456	59.8991	7.34562
FBtr0336920	787	578.218	42.7263	2.80421
FBtr0336921	526	318.268	5.56963	0.664111
FBtr0343501	627	418.365	0	0
FBtr0070079	2345	2136.16	1029	18.2806
FBtr0070080	1119	910.157	0	0
FBtr0340145	1344	1135.16	8	0.267449
FBtr0070088	1243	1034.16	6.47604	0.237646
FBtr0070092	1950	1741.16	6596.32	143.771
FBtr0070093	2123	1914.16	210.68	4.17688
FBtr0070094	4342	4133.16	4260	39.1142
FBtr0070099	2279	2070.16	707	12.9605
FBtr0070100	1310	1101.16	0	0
FBtr0070101	1805	1596.16	0.0282122	0.000670761
FBtr0070102	1821	1612.16	4.27607e-05	1.00657e-06
FBtr0273442	1711	1502.16	19.062	0.481572
FBtr0273443	1603	1394.16	0	0
FBtr0344150	1730	1521.16	146.138	3.64584
FBtr0344151	1834	1625.16	214.771	5.0152
FBtr0070103	1492	1283.16	12.5331	0.370667
FBtr0300326	4823	4614.16	12.4669	0.102536
FBtr0342963	1675	1466.16	0	0
FBtr0070107	1630	1421.16	126.009	3.36486
FBtr0070108	1731	1522.16	1002.45	24.9924
FBtr0340207	1751	1542.16	20.5458	0.505593
FBtr0070109	5422	5213.16	3.08959e-06	2.24909e-08
FBtr0307291	6331	6122.16	25.974	0.161006
FBtr0307292	5251	5042.16	0	0
FBtr0307293	5425	5216.16	80.3904	0.584872
FBtr0307294	6324	6115.16	0	0
FBtr0307295	5425	5216.16	61.6356	0.448423
FBtr0070115	1175	966.157	1360	53.4193
FBtr0070116	2256	2047.16	1406.95	26.0816
FBtr0070117	2199	1990.16	0	0
FBtr0070118	2197	1988.16	307.052	5.86096
FBtr0070119	3680	3471.16	3847	42.0586
FBtr0070120	4901	4692.16	2253.47	18.2258
FBtr0340081	4889	4680.16	0	0
FBtr0340082	4657	4448.16	535.525	4.56885
FBtr0070121	1550	1341.16	1155	32.6821
FBtr0308651	1229	1020.16	170.657	6.34838
FBtr0070122	696	487.322	3875.44	301.795
FBtr0343564	1145	936.157	190.157	7.70852
FBtr0070134	1236	1027.16	131.214	4.84787
FBtr0343759	1362	1153.16	17.5675	0.578134
FBtr0070135	2124	1915.16	658.718	13.0528
FBtr0070136	2103	1894.16	493.597	9.88926
FBtr0070137	2193	1984.16	191.685	3.66622
FBtr0070138	2249	2040.16	196	3.64586
FBtr0112928	2304	2095.16	0	0
FBtr0345511	3250	3041.16	0	0
FBtr0479789	3208	2999.16	2030.14	25.6882
FBtr0479790	3915	3706.16	256.862	2.63017
FBtr0070142	475	268.689	2	0.28248
FBtr0290198	1427	1218.16	10	0.311533
FBtr0070145	1802	1593.16	6	0.142922
FBtr0070146	3619	3410.16	6558	72.98
FBtr0070147	1603	1394.16	7	0.190543
FBtr0070148	1100	891.157	58185	2477.79
FBtr0070149	1565	1356.16	7	0.195882
FBtr0070150	1686	1477.16	6.28646	0.161505
FBtr0070151	6137	5928.16	6498.28	41.5992
FBtr0308652	5149	4940.16	1361.47	10.4586
FBtr0070155	568	359.552	31873.4	3364.14
FBtr0070156	555	346.902	2388.37	261.277
FBtr0070157	535	327.204	198.975	23.0774
FBtr0070158	592	383.404	319.783	31.6524
FBtr0345321	493	286.104	9376.45	1243.72
FBtr0070159	387	186.236	2938	598.68
FBtr0070160	499	291.844	375	48.7627
FBtr0070161	4310	4101.16	2277.52	21.0747
FBtr0110791	4398	4189.16	47.7747	0.432791
FBtr0339430	4725	4516.16	506.211	4.25373
FBtr0339431	4307	4098.16	271.166	2.51104
FBtr0339432	4391	4182.16	4232.1	38.4028
FBtr0339433	4448	4239.16	14.5736	0.130465
FBtr0339434	3741	3532.16	802.661	8.62381
FBtr0110804	516	308.456	0	0
FBtr0070163	881	672.157	0	0
FBtr0070164	634	425.365	0	0
FBtr0310165	645	436.322	0	0
FBtr0070165	602	393.365	989.996	95.509
FBtr0307181	2880	2671.16	31.0684	0.441394
FBtr0345512	3540	3331.16	0	0
FBtr0070167	2100	1891.16	161.899	3.2488
FBtr0070168	1777	1568.16	944.432	22.8554
FBtr0070169	1896	1687.16	255.92	5.75647
FBtr0307182	1623	1414.16	2018.97	54.18
FBtr0332589	1656	1447.16	45.7814	1.20055
FBtr0070170	2155	1946.16	1705.14	33.2497
FBtr0070171	667	458.322	1	0.0828011
FBtr0070172	590	381.442	0	0
FBtr0070173	1412	1203.16	1037	32.7087
FBtr0070179	1107	898.157	107	4.52104
FBtr0070180	489	282.276	1	0.134442
FBtr0070181	4766	4557.16	0	0
FBtr0113327	4995	4786.16	85.8839	0.680976
FBtr0331339	4766	4557.16	0	0
FBtr0331340	4325	4116.16	2472.12	22.7921
FBtr0070182	2214	2005.16	4730	89.52
FBtr0070183	2462	2253.16	53.1895	0.895862
FBtr0070184	462	256.216	0	0
FBtr0070185	2073	1864.16	0	0
FBtr0342734	2540	2331.16	0	0
FBtr0070186	839	630.157	11	0.662447
FBtr0070187	2496	2287.16	15.864	0.263223
FBtr0070188	1515	1306.16	2206.93	64.1211
FBtr0070189	1545	1336.16	4	0.113608
FBtr0331301	1301	1092.16	10.0036	0.3476
FBtr0070195	987	778.157	0	0
FBtr0310459	500	292.756	0	0
FBtr0336688	1664	1455.16	51.8105	1.35119
FBtr0070197	1199	990.157	593.838	22.7599
FBtr0310611	1698	1489.16	2.98428	0.0760513
FBtr0345513	2256	2047.16	25.1779	0.46674
FBtr0070198	783	574.218	0	0
FBtr0342727	1387	1178.16	0	0
FBtr0070199	1430	1221.16	1	0.0310768
FBtr0310612	1564	1355.16	0	0
FBtr0070200	1413	1204.16	7	0.220608
FBtr0070201	2704	2495.16	52	0.790884
FBtr0345506	2801	2592.16	0	0
FBtr0070202	2579	2370.16	5	0.0800571
FBtr0070203	1603	1394.16	5496	149.604
FBtr0070204	819	610.218	27	1.67914
FBtr0070205	1884	1675.16	71.7924	1.62641
FBtr0342728	1744	1535.16	269.208	6.6549
FBtr0070206	1599	1390.16	4	0.109195
FBtr0342729	980	771.157	0	0
FBtr0070207	6581	6372.16	10524	62.676
FBtr0070209	2347	2138.16	3753.93	66.6275
FBtr0310619	1989	1780.16	58.0696	1.23793
FBtr0070211	1002	793.157	17	0.813387
FBtr0303284	910	701.157	0	0
FBtr0070212	2460	2251.16	3771	63.5708
FBtr0070213	690	481.322	1	0.0788444
FBtr0070215	3055	2846.16	2370.69	31.6099
FBtr0339772	3096	2887.16	20.2838	0.266616
FBtr0339773	2945	2736.16	5.96e-07	8.26633e-09
FBtr0339774	3635	3426.16	189.029	2.09377
FBtr0070216	2708	2499.16	3965.42	60.2148
