target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3350.69	0	0
FBtr0307554	3546	3359.69	35.6741	0.300143
FBtr0307555	4528	4341.69	42.3259	0.275564
FBtr0070002	1226	1039.69	0	0
FBtr0070003	1164	977.69	0.5	0.0144559
FBtr0301569	2929	2742.69	1	0.0103062
FBtr0343166	3140	2953.69	0	0
FBtr0070029	1164	977.69	0.5	0.0144559
FBtr0301572	466	282.112	0	0
FBtr0070032	981	794.69	0	0
FBtr0070035	1129	942.69	0	0
FBtr0070036	611	425.077	80	5.31982
FBtr0070045	2227	2040.69	5241	72.5959
FBtr0070046	2844	2657.69	3525	37.4912
FBtr0299869	778	591.75	97321.7	4648.85
FBtr0299870	789	602.75	21331.6	1000.37
FBtr0333910	1224	1037.69	823.749	22.4389
FBtr0070063	6538	6351.69	12290.2	54.6945
FBtr0332992	7235	7048.69	1010.83	4.05365
FBtr0070064	2054	1867.69	3305.62	50.0291
FBtr0070065	2110	1923.69	1084.81	15.9402
FBtr0070066	3352	3165.69	0	0
FBtr0070067	3376	3189.69	0	0
FBtr0070068	3402	3215.69	48.0924	0.422744
FBtr0342962	4130	3943.69	0	0
FBtr0344149	3428	3241.69	34.9076	0.304385
FBtr0070069	1055	868.69	2	0.0650789
FBtr0070070	1188	1001.69	2	0.056438
FBtr0070071	2038	1851.69	5	0.0763267
FBtr0070072	917	730.69	0	0
FBtr0070073	1438	1251.69	2	0.0451656
FBtr0070074	1097	910.69	0	0
FBtr0070075	2430	2243.69	0	0
FBtr0070076	743	556.75	20.0296	1.01692
FBtr0112947	812	625.69	1431.72	64.6804
FBtr0070077	532	346.608	1.44662	0.117975
FBtr0336919	837	650.69	86.9867	3.7788
FBtr0300328	580	394.239	11.1566	0.799924
FBtr0070078	517	331.811	17.9931	1.53282
FBtr0336920	787	600.75	65.6346	3.08826
FBtr0336921	526	340.677	0	0
FBtr0343501	627	441.077	4.03673	0.258696
FBtr0070079	2345	2158.69	1325	17.35
FBtr0070080	1119	932.69	0	0
FBtr0340145	1344	1157.69	10	0.244165
FBtr0070088	1243	1056.69	89.2939	2.38863
FBtr0070092	1950	1763.69	9696.55	155.407
FBtr0070093	2123	1936.69	299.445	4.37051
FBtr0070094	4342	4155.69	6158	41.8862
FBtr0070099	2279	2092.69	25109	339.156
FBtr0070100	1310	1123.69	1	0.0251552
FBtr0070101	1805	1618.69	57.2451	0.999654
FBtr0070102	1821	1634.69	0	0
FBtr0273442	1711	1524.69	159.212	2.95167
FBtr0273443	1603	1416.69	8.05689	0.160756
FBtr0344150	1730	1543.69	28.3226	0.518618
FBtr0344151	1834	1647.69	81.1636	1.39239
FBtr0070103	1492	1305.69	34.4165	0.745078
FBtr0300326	4823	4636.69	37.5835	0.229121
FBtr0342963	1675	1488.69	0	0
FBtr0070107	1630	1443.69	114.977	2.25119
FBtr0070108	1731	1544.69	1208.61	22.1167
FBtr0340207	1751	1564.69	26.4129	0.477159
FBtr0070109	5422	5235.69	36.8683	0.199046
FBtr0307291	6331	6144.69	65.4601	0.301128
FBtr0307292	5251	5064.69	0	0
FBtr0307293	5425	5238.69	44.6247	0.240784
FBtr0307294	6324	6137.69	0	0
FBtr0307295	5425	5238.69	63.047	0.340186
FBtr0070115	1175	988.69	1684	48.1456
FBtr0070116	2256	2069.69	1781.39	24.3292
FBtr0070117	2199	2012.69	41.0344	0.576296
FBtr0070118	2197	2010.69	377.579	5.30808
FBtr0070119	3680	3493.69	4543	36.7564
FBtr0070120	4901	4714.69	3121.92	18.7173
FBtr0340081	4889	4702.69	34.0735	0.204807
FBtr0340082	4657	4470.69	437.005	2.76304
FBtr0070121	1550	1363.69	1476	30.5947
FBtr0308651	1229	1042.69	168.325	4.56319
FBtr0070122	696	509.75	4896.25	271.507
FBtr0343564	1145	958.69	368.421	10.8628
FBtr0070134	1236	1049.69	204.799	5.51494
FBtr0343759	1362	1175.69	31.8686	0.766206
FBtr0070135	2124	1937.69	1075.55	15.6899
FBtr0070136	2103	1916.69	445.655	6.57236
FBtr0070137	2193	2006.69	228.797	3.22289
FBtr0070138	2249	2062.69	325	4.45373
FBtr0112928	2304	2117.69	0	0
FBtr0345511	3250	3063.69	0	0
FBtr0479789	3208	3021.69	2658.03	24.8648
FBtr0479790	3915	3728.69	268.972	2.03904
FBtr0070142	475	290.939	0	0
FBtr0290198	1427	1240.69	7	0.159481
