target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3346.93	0	0
FBtr0307554	3546	3355.93	27.7366	0.217782
FBtr0307555	4528	4337.93	53.2634	0.32354
FBtr0070002	1226	1035.93	0	0
FBtr0070003	1164	973.927	2	0.0541109
FBtr0301569	2929	2738.93	3	0.0288617
FBtr0343166	3140	2949.93	0	0
FBtr0070029	1164	973.927	0	0
FBtr0301572	466	278.533	1	0.0946029
FBtr0070032	981	790.927	0	0
FBtr0070035	1129	938.927	0	0
FBtr0070036	611	421.177	32	2.00201
FBtr0070045	2227	2036.93	5504	71.2007
FBtr0070046	2844	2653.93	4499	44.6692
FBtr0299869	778	587.927	110253	4941.36
FBtr0299870	789	598.927	22585.3	993.651
FBtr0333910	1224	1033.93	1237.93	31.5491
FBtr0070063	6538	6347.93	12261.1	50.8955
FBtr0332992	7235	7044.93	1164.87	4.35696
FBtr0070064	2054	1863.93	2425.55	34.2896
FBtr0070065	2110	1919.93	1658.67	22.7643
FBtr0070066	3352	3161.93	0	0
FBtr0070067	3376	3185.93	11.1824	0.0924869
FBtr0070068	3402	3211.93	0.000509126	4.17677e-06
FBtr0342962	4130	3939.93	4.67817	0.0312874
FBtr0344149	3428	3237.93	62.1389	0.505682
FBtr0070069	1055	864.927	1	0.030465
FBtr0070070	1188	997.927	1	0.0264048
FBtr0070071	2038	1847.93	7	0.0998146
FBtr0070072	917	726.927	0	0
FBtr0070073	1438	1247.93	1	0.021115
FBtr0070074	1097	906.927	2	0.0581084
FBtr0070075	2430	2239.93	1	0.0117638
FBtr0070076	743	552.983	19.1659	0.913269
FBtr0112947	812	621.927	1440.83	61.0458
FBtr0070077	532	342.973	0	0
FBtr0336919	837	646.927	74.1721	3.02111
FBtr0300328	580	390.462	5.39743	0.364242
FBtr0070078	517	328.245	51.7954	4.1579
FBtr0336920	787	596.927	18.6206	0.821966
FBtr0336921	526	337.177	6.01453	0.470029
FBtr0343501	627	437.134	0	0
FBtr0070079	2345	2154.93	1377	16.8377
FBtr0070080	1119	928.927	0	0
FBtr0340145	1344	1153.93	4	0.0913403
FBtr0070088	1243	1052.93	21.9155	0.548446
FBtr0070092	1950	1759.93	6594.47	98.7338
FBtr0070093	2123	1932.93	303.533	4.13782
FBtr0070094	4342	4151.93	5264	33.4077
FBtr0070099	2279	2088.93	3119	39.3435
FBtr0070100	1310	1119.93	0	0
FBtr0070101	1805	1614.93	86.8994	1.4179
FBtr0070102	1821	1630.93	0	0
FBtr0273442	1711	1520.93	85.3746	1.47911
FBtr0273443	1603	1412.93	0	0
FBtr0344150	1730	1539.93	0	0
FBtr0344151	1834	1643.93	47.7259	0.764985
FBtr0070103	1492	1301.93	7.91893	0.160273
FBtr0300326	4823	4632.93	18.0811	0.102837
FBtr0342963	1675	1484.93	0	0
FBtr0070107	1630	1439.93	102.398	1.87384
FBtr0070108	1731	1540.93	1306.17	22.3356
FBtr0340207	1751	1560.93	53.436	0.902054
FBtr0070109	5422	5231.93	0	0
FBtr0307291	6331	6140.93	0	0
FBtr0307292	5251	5060.93	0	0
FBtr0307293	5425	5234.93	30.2897	0.152463
FBtr0307294	6324	6133.93	10.7398	0.0461358
FBtr0307295	5425	5234.93	84.9706	0.4277
FBtr0070115	1175	984.927	1601	42.832
FBtr0070116	2256	2065.93	1773.89	22.6253
FBtr0070117	2199	2008.93	0	0
FBtr0070118	2197	2006.93	408.107	5.35826
FBtr0070119	3680	3489.93	5050	38.1291
FBtr0070120	4901	4710.93	3686.01	20.6173
FBtr0340081	4889	4698.93	69.8891	0.391915
FBtr0340082	4657	4466.93	378.096	2.23036
FBtr0070121	1550	1359.93	1569	30.401
FBtr0308651	1229	1038.93	93.4577	2.37034
FBtr0070122	696	506.089	3836.62	199.757
FBtr0343564	1145	954.927	519.458	14.3338
FBtr0070134	1236	1045.93	143.541	3.61621
FBtr0343759	1362	1171.93	33.3929	0.750817
FBtr0070135	2124	1933.93	859.459	11.7102
FBtr0070136	2103	1912.93	313.696	4.32107
FBtr0070137	2193	2002.93	271.845	3.57633
FBtr0070138	2249	2058.93	453.709	5.80654
FBtr0112928	2304	2113.93	8.12082	0.101226
FBtr0345511	3250	3059.93	9.17061	0.0789711
FBtr0479789	3208	3017.93	2376.76	20.7519
FBtr0479790	3915	3724.93	279.238	1.97532
FBtr0070142	475	287.277	0	0
FBtr0290198	1427	1236.93	40	0.852112
FBtr0070145	1802	1611.93	21	0.343285
FBtr0070146	3619	3428.93	7793	59.8863
FBtr0070147	1603	1412.93	19.3815	0.36145
FBtr0070148	1100	909.927	101990	2953.47
FBtr0070149	1565	1374.93	30	0.57494
FBtr0070150	1686	1495.93	23.5157	0.414218
FBtr0070151	6137	5946.93	10362.8	45.9161
FBtr0308652	5149	4958.93	942.678	5.00906
FBtr0070155	568	378.5	62179.2	4328.73
FBtr0070156	555	365.798	5072.65	365.405
FBtr0070157	535	345.87	361.841	27.5668
FBtr0070158	592	402.342	771.62	50.5346
FBtr0345321	493	305.01	18193.7	1571.77
FBtr0070159	387	203.705	3336	431.523
FBtr0070160	499	310.856	397	33.6522
FBtr0070161	4310	4119.93	4069.22	26.0257
FBtr0110791	4398	4207.93	0.00439578	2.75263e-05
FBtr0339430	4725	4534.93	957.208	5.56182
FBtr0339431	4307	4116.93	285.113	1.82484
FBtr0339432	4391	4200.93	5777.38	36.2382
FBtr0339433	4448	4257.93	1.59685	0.00988205
FBtr0339434	3741	3550.93	411.473	3.05338
FBtr0110804	516	327.245	0	0
FBtr0070163	881	690.927	1	0.0381372
FBtr0070164	634	444.134	1	0.059329
FBtr0310165	645	455.089	0	0
FBtr0070165	602	412.302	1152	73.6238
FBtr0307181	2880	2689.93	28.1885	0.276129
FBtr0345512	3540	3349.93	15.2269	0.119773
FBtr0070167	2100	1909.93	181.181	2.49963
FBtr0070168	1777	1586.93	821.648	13.643
FBtr0070169	1896	1705.93	359.652	5.55524
FBtr0307182	1623	1432.93	1905.85	35.0466
FBtr0332589	1656	1465.93	194.67	3.49919
FBtr0070170	2155	1964.93	1956.6	26.2384
FBtr0070171	667	477.089	2	0.110462
FBtr0070172	590	400.383	0	0
FBtr0070173	1412	1221.93	1103	23.7854
FBtr0070179	1107	916.927	124	3.56343
FBtr0070180	489	301.071	0	0
FBtr0070181	4766	4575.93	17.4242	0.100336
