target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3348.12	5.29069	0.039313
FBtr0307554	3546	3357.12	20.9221	0.155047
FBtr0307555	4528	4339.12	58.7872	0.33706
FBtr0070002	1226	1037.12	0	0
FBtr0070003	1164	975.121	3	0.07654
FBtr0301569	2929	2740.12	0	0
FBtr0343166	3140	2951.12	0	0
FBtr0070029	1164	975.121	0	0
FBtr0301572	466	279.329	3	0.267197
FBtr0070032	981	792.121	2	0.0628151
FBtr0070035	1129	940.121	0	0
FBtr0070036	611	422.483	37	2.1788
FBtr0070045	2227	2038.12	4965	60.6059
FBtr0070046	2844	2655.12	3987	37.3583
FBtr0299869	778	589.253	111326	4700.26
FBtr0299870	789	600.253	23688.2	981.8
FBtr0333910	1224	1035.12	1021.5	24.5512
FBtr0070063	6538	6349.12	12833	50.2852
FBtr0332992	7235	7046.12	706.003	2.49277
FBtr0070064	2054	1865.12	3472.66	46.3213
FBtr0070065	2110	1921.12	1568.05	20.3063
FBtr0070066	3352	3163.12	61.9949	0.487602
FBtr0070067	3376	3187.12	0.00511233	3.99068e-05
FBtr0070068	3402	3213.12	2.08511e-07	1.61446e-09
FBtr0342962	4130	3941.12	0	0
FBtr0344149	3428	3239.12	0	0
FBtr0070069	1055	866.121	1	0.0287241
FBtr0070070	1188	999.121	1	0.0249005
FBtr0070071	2038	1849.12	2	0.0269086
FBtr0070072	917	728.121	0	0
FBtr0070073	1438	1249.12	1	0.0199169
FBtr0070074	1097	908.121	1	0.0273957
FBtr0070075	2430	2241.12	2	0.0222019
FBtr0070076	743	554.253	47.8417	2.14746
FBtr0112947	812	623.192	1829.98	73.0552
FBtr0070077	532	344.228	0	0
FBtr0336919	837	648.192	78.2532	3.00348
FBtr0300328	580	391.608	0	0
FBtr0070078	517	329.261	32.6192	2.46466
FBtr0336920	787	598.253	30.0348	1.24901
FBtr0336921	526	338.228	6.26709	0.460981
FBtr0343501	627	438.397	0	0
FBtr0070079	2345	2156.12	1728	19.9387
FBtr0070080	1119	930.121	3.92294e-05	1.0493e-06
FBtr0340145	1344	1155.12	4.99996	0.107687
FBtr0070088	1243	1054.12	26.5067	0.625591
FBtr0070092	1950	1761.12	7412.8	104.717
FBtr0070093	2123	1934.12	345.197	4.44027
FBtr0070094	4342	4153.12	5683	34.0431
FBtr0070099	2279	2090.12	2604	30.9953
FBtr0070100	1310	1121.12	3	0.0665724
FBtr0070101	1805	1616.12	0	0
FBtr0070102	1821	1632.12	0	0
FBtr0273442	1711	1522.12	80.6789	1.31867
FBtr0273443	1603	1414.12	0	0
FBtr0344150	1730	1541.12	31.0714	0.501592
FBtr0344151	1834	1645.12	105.25	1.59165
FBtr0070103	1492	1303.12	9.1758	0.17518
FBtr0300326	4823	4634.12	27.8242	0.149376
FBtr0342963	1675	1486.12	0	0
FBtr0070107	1630	1441.12	119.073	2.0556
FBtr0070108	1731	1542.12	1489.46	24.0291
FBtr0340207	1751	1562.12	52.4635	0.835543
FBtr0070109	5422	5233.12	3.04249	0.0144642
FBtr0307291	6331	6142.12	9.01787	0.0365268
FBtr0307292	5251	5062.12	0	0
FBtr0307293	5425	5236.12	16.0029	0.076035
FBtr0307294	6324	6135.12	0.0166066	6.73416e-05
FBtr0307295	5425	5236.12	73.9202	0.35122
FBtr0070115	1175	986.121	1915	48.313
FBtr0070116	2256	2067.12	1886.07	22.6996
FBtr0070117	2199	2010.12	0	0
FBtr0070118	2197	2008.12	559.931	6.93698
FBtr0070119	3680	3491.12	6262	44.6245
FBtr0070120	4901	4712.12	4071.38	21.4957
FBtr0340081	4889	4700.12	30.078	0.159208
FBtr0340082	4657	4468.12	600.543	3.34383
FBtr0070121	1550	1361.12	1833	33.5036
FBtr0308651	1229	1040.12	166.278	3.97719
FBtr0070122	696	507.253	4281.14	209.972
FBtr0343564	1145	956.121	283.374	7.37348
FBtr0070134	1236	1047.12	185.055	4.39674
FBtr0343759	1362	1173.12	18.2497	0.387026
FBtr0070135	2124	1935.12	964.106	12.3949
FBtr0070136	2103	1914.12	370.101	4.81035
FBtr0070137	2193	2004.12	237.793	2.9519
FBtr0070138	2249	2060.12	583.088	7.04153
FBtr0112928	2304	2115.12	20.6799	0.243242
FBtr0345511	3250	3061.12	12.2323	0.0994149
FBtr0479789	3208	3019.12	2544	20.9634
FBtr0479790	3915	3726.12	390.004	2.60398
FBtr0070142	475	288.214	0	0
FBtr0290198	1427	1238.12	19	0.381783
FBtr0070145	1802	1613.12	23	0.354721
FBtr0070146	3619	3430.12	9117	66.1254
FBtr0070147	1603	1414.12	27	0.47501
FBtr0070148	1100	911.121	104155	2844
FBtr0070149	1565	1376.12	15	0.271182
FBtr0070150	1686	1497.12	11.9434	0.198471
FBtr0070151	6137	5948.12	10977.8	45.9155
FBtr0308652	5149	4960.12	646.45	3.24241
FBtr0070155	568	379.723	74190.4	4860.79
FBtr0070156	555	366.872	5672.73	384.683
FBtr0070157	535	347.228	369.935	26.5056
FBtr0070158	592	403.608	719.712	44.3634
FBtr0345321	493	305.739	12814.2	1042.72
FBtr0070159	387	204.409	3718	452.516
FBtr0070160	499	311.584	527	42.0786
FBtr0070161	4310	4121.12	4070.53	24.5732
FBtr0110791	4398	4209.12	5.25308e-07	3.10491e-09
FBtr0339430	4725	4536.12	549.409	3.01326
FBtr0339431	4307	4118.12	754.375	4.55736
FBtr0339432	4391	4202.12	6765.3	40.0538
FBtr0339433	4448	4259.12	355.728	2.0779
FBtr0339434	3741	3552.12	709.661	4.97037
FBtr0110804	516	328.294	0	0
FBtr0070163	881	692.192	0	0
FBtr0070164	634	445.397	1	0.0558571
FBtr0310165	645	456.352	0	0
FBtr0070165	602	413.567	1376	82.7749
FBtr0307181	2880	2691.12	20.0685	0.185527
FBtr0345512	3540	3351.12	5.07746	0.0376948
FBtr0070167	2100	1911.12	261.952	3.41004
FBtr0070168	1777	1588.12	1176.4	18.4287
FBtr0070169	1896	1707.12	314.527	4.58374
FBtr0307182	1623	1434.12	1992.96	34.573
FBtr0332589	1656	1467.12	237.169	4.02178
FBtr0070170	2155	1966.12	2353.9	29.7853
FBtr0070171	667	478.352	1	0.052009
FBtr0070172	590	401.608	0	0
FBtr0070173	1412	1223.12	1337	27.1949
FBtr0070179	1107	918.121	159	4.30847
FBtr0070180	489	301.861	1	0.0824173
FBtr0070181	4766	4577.12	1.61011	0.00875164
FBtr0113327	4995	4806.12	188.465	0.975575
FBtr0331339	4766	4577.12	1.61011	0.00875164
FBtr0331340	4325	4136.12	2979.32	17.9204
FBtr0070182	2214	2025.12	6034	74.1276
FBtr0070183	2462	2273.12	54.0335	0.59138
FBtr0070184	462	275.412	0	0
FBtr0070185	2073	1884.12	5.93096	0.0783144
FBtr0342734	2540	2351.12	10.069	0.106546
FBtr0070186	839	650.192	24	0.918323
FBtr0070187	2496	2307.12	31.1046	0.335413
FBtr0070188	1515	1326.12	2433.85	45.6601
FBtr0070189	1545	1356.12	7	0.128418
