target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3342.02	0	0
FBtr0307554	3546	3351.02	4.46782	0.0288629
FBtr0307555	4528	4333.02	47.5322	0.237475
FBtr0070002	1226	1031.02	0	0
FBtr0070003	1164	969.015	4	0.0893613
FBtr0301569	2929	2734.02	3	0.0237542
FBtr0343166	3140	2945.02	0	0
FBtr0070029	1164	969.015	0	0
FBtr0301572	466	274.272	4	0.315718
FBtr0070032	981	786.015	0	0
FBtr0070035	1129	934.015	0	0
FBtr0070036	611	416.387	92	4.78312
FBtr0070045	2227	2032.02	5961	63.5057
FBtr0070046	2844	2649.02	3462	28.2919
FBtr0299869	778	583.075	139434	5176.85
FBtr0299870	789	594.015	32817.9	1196.01
FBtr0333910	1224	1029.02	1972.93	41.5058
FBtr0070063	6538	6343.02	7193.93	24.5522
FBtr0332992	7235	7040.02	1533.07	4.71422
FBtr0070064	2054	1859.02	2403.98	27.9942
FBtr0070065	2110	1915.02	2319.69	26.2227
FBtr0070066	3352	3157.02	80.9908	0.555366
FBtr0070067	3376	3181.02	0.0092223	6.27615e-05
FBtr0070068	3402	3207.02	5.32165e-07	3.59224e-09
FBtr0342962	4130	3935.02	0	0
FBtr0344149	3428	3233.02	0	0
FBtr0070069	1055	860.015	0	0
FBtr0070070	1188	993.015	0	0
FBtr0070071	2038	1843.02	4	0.0469841
FBtr0070072	917	722.015	0	0
FBtr0070073	1438	1243.02	0	0
FBtr0070074	1097	902.015	0	0
FBtr0070075	2430	2235.02	0	0
FBtr0070076	743	548.075	36.5262	1.44273
FBtr0112947	812	617.015	2099.85	73.6739
FBtr0070077	532	338.207	39.7886	2.54681
FBtr0336919	837	642.015	83.4544	2.814
FBtr0300328	580	385.627	3.23188	0.18143
FBtr0070078	517	323.437	33.265	2.22648
FBtr0336920	787	592.075	59.7076	2.1831
FBtr0336921	526	332.24	10.1716	0.662761
FBtr0343501	627	432.261	0	0
FBtr0070079	2345	2150.02	1485	14.9522
FBtr0070080	1119	924.015	0	0
FBtr0340145	1344	1149.02	9	0.169565
FBtr0070088	1243	1048.02	95.3904	1.97041
FBtr0070092	1950	1755.02	9842.74	121.41
FBtr0070093	2123	1928.02	337.261	3.78683
FBtr0070094	4342	4147.02	4883	25.4901
FBtr0070099	2279	2084.02	10678	110.92
FBtr0070100	1310	1115.02	6	0.116491
FBtr0070101	1805	1610.02	124.153	1.66935
FBtr0070102	1821	1626.02	5.09146e-06	6.77857e-08
FBtr0273442	1711	1516.02	179.31	2.56047
FBtr0273443	1603	1408.02	10.2634	0.1578
FBtr0344150	1730	1535.02	0	0
FBtr0344151	1834	1639.02	48.2744	0.637609
FBtr0070103	1492	1297.02	4.94628	0.082557
FBtr0300326	4823	4628.02	73.637	0.344446
FBtr0342963	1675	1480.02	4.41673	0.0646033
FBtr0070107	1630	1435.02	176.584	2.66388
FBtr0070108	1731	1536.02	1587.22	22.3698
FBtr0340207	1751	1556.02	40.1943	0.559205
FBtr0070109	5422	5227.02	0	0
FBtr0307291	6331	6136.02	0	0
FBtr0307292	5251	5056.02	0	0
FBtr0307293	5425	5230.02	31.9709	0.132334
FBtr0307294	6324	6129.02	61.9542	0.218827
FBtr0307295	5425	5230.02	11.075	0.0458416
FBtr0070115	1175	980.015	2402	53.0592
FBtr0070116	2256	2061.02	1882.99	19.7782
FBtr0070117	2199	2004.02	0	0
