target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3342.09	0	0
FBtr0307554	3546	3351.09	33.9504	0.276789
FBtr0307555	4528	4333.09	44.0496	0.277737
FBtr0070002	1226	1031.09	0	0
FBtr0070003	1164	969.092	1	0.0281919
FBtr0301569	2929	2734.09	4	0.0399703
FBtr0343166	3140	2945.09	0	0
FBtr0070029	1164	969.092	1	0.0281919
FBtr0301572	466	273.986	1	0.0997153
FBtr0070032	981	786.092	0	0
FBtr0070035	1129	934.092	0	0
FBtr0070036	611	416.466	38	2.49284
FBtr0070045	2227	2032.09	5632	75.7198
FBtr0070046	2844	2649.09	4438	45.7699
FBtr0299869	778	583.092	99747.1	4673.62
FBtr0299870	789	594.092	21787.3	1001.93
FBtr0333910	1224	1029.09	950.641	25.2379
FBtr0070063	6538	6343.09	12473.9	53.7267
FBtr0332992	7235	7040.09	971.124	3.76866
FBtr0070064	2054	1859.09	2832.16	41.6204
FBtr0070065	2110	1915.09	1675.71	23.9055
FBtr0070066	3352	3157.09	1.78125	0.0154145
FBtr0070067	3376	3181.09	8.55618e-05	7.34842e-07
FBtr0070068	3402	3207.09	60.2172	0.512978
FBtr0342962	4130	3935.09	0	0
FBtr0344149	3428	3233.09	0.00149795	1.26581e-05
FBtr0070069	1055	860.092	1	0.0317647
FBtr0070070	1188	993.092	0	0
FBtr0070071	2038	1843.09	9	0.133409
FBtr0070072	917	722.092	0	0
FBtr0070073	1438	1243.09	1	0.0219779
FBtr0070074	1097	902.092	0	0
FBtr0070075	2430	2235.09	1	0.0122235
FBtr0070076	743	548.092	27.3669	1.36415
FBtr0112947	812	617.092	1416.63	62.7188
FBtr0070077	532	338.33	39.0726	3.15517
FBtr0336919	837	642.092	59.3558	2.52555
FBtr0300328	580	385.666	6.59799	0.467401
FBtr0070078	517	323.659	30.3653	2.56318
FBtr0336920	787	592.092	46.6083	2.15062
FBtr0336921	526	332.363	0	0
FBtr0343501	627	432.424	0	0
FBtr0070079	2345	2150.09	1549	19.6827
FBtr0070080	1119	924.092	1	0.0295648
FBtr0340145	1344	1149.09	0	0
FBtr0070088	1243	1048.09	131.071	3.41663
FBtr0070092	1950	1755.09	6301.41	98.0907
FBtr0070093	2123	1928.09	310.594	4.40104
FBtr0070094	4342	4147.09	5639	37.1491
FBtr0070099	2279	2084.09	18050	236.619
FBtr0070100	1310	1115.09	21	0.514516
FBtr0070101	1805	1610.09	2.21018e-05	3.75031e-07
FBtr0070102	1821	1626.09	1.76511e-05	2.96563e-07
FBtr0273442	1711	1516.09	82.7431	1.49106
FBtr0273443	1603	1408.09	8.48889	0.164706
FBtr0344150	1730	1535.09	0	0
FBtr0344151	1834	1639.09	107.768	1.79629
FBtr0070103	1492	1297.09	0	0
FBtr0300326	4823	4628.09	24.41	0.144097
FBtr0342963	1675	1480.09	5.59004	0.103185
FBtr0070107	1630	1435.09	110.408	2.10189
FBtr0070108	1731	1536.09	1399.58	24.8925
FBtr0340207	1751	1556.09	61.0162	1.07127
FBtr0070109	5422	5227.09	9.20026e-08	4.80872e-10
FBtr0307291	6331	6136.09	12.9297	0.0575689
FBtr0307292	5251	5056.09	0	0
FBtr0307293	5425	5230.09	29.0287	0.151638
FBtr0307294	6324	6129.09	0.0129675	5.78032e-05
FBtr0307295	5425	5230.09	29.0287	0.151638
FBtr0070115	1175	980.092	1561	43.5137
FBtr0070116	2256	2061.09	1914.72	25.3804
FBtr0070117	2199	2004.09	0	0
FBtr0070118	2197	2002.09	495.279	6.75859
FBtr0070119	3680	3485.09	5748	45.0601
