target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3348.95	0	0
FBtr0307554	3546	3357.95	44.1482	0.323146
FBtr0307555	4528	4339.95	45.8518	0.259676
FBtr0070002	1226	1037.95	0	0
FBtr0070003	1164	975.951	0	0
FBtr0301569	2929	2740.95	1	0.00896725
FBtr0343166	3140	2951.95	0	0
FBtr0070029	1164	975.951	1	0.0251845
FBtr0301572	466	279.836	0	0
FBtr0070032	981	792.951	0	0
FBtr0070035	1129	940.951	0	0
FBtr0070036	611	423.002	79	4.59035
FBtr0070045	2227	2038.95	6593	79.4762
FBtr0070046	2844	2655.95	5298	49.029
FBtr0299869	778	589.951	114531	4771.64
FBtr0299870	789	600.951	23953.5	979.696
FBtr0333910	1224	1035.95	1040.6	24.689
FBtr0070063	6538	6349.95	13967.9	54.0657
FBtr0332992	7235	7046.95	1487.1	5.1868
FBtr0070064	2054	1865.95	3390.24	44.6572
FBtr0070065	2110	1921.95	1865.84	23.8613
FBtr0070066	3352	3163.95	0	0
FBtr0070067	3376	3187.95	0	0
FBtr0070068	3402	3213.95	93	0.711221
FBtr0342962	4130	3941.95	0	0
FBtr0344149	3428	3239.95	0	0
FBtr0070069	1055	866.951	2	0.0567017
FBtr0070070	1188	999.951	0	0
FBtr0070071	2038	1849.95	8	0.10629
FBtr0070072	917	728.951	0	0
FBtr0070073	1438	1249.95	0	0
FBtr0070074	1097	908.951	0	0
FBtr0070075	2430	2241.95	1	0.0109631
FBtr0070076	743	554.951	29.712	1.31595
FBtr0112947	812	623.951	1694.29	66.7418
FBtr0070077	532	344.53	7.17237	0.511678
FBtr0336919	837	648.951	88.7007	3.35951
FBtr0300328	580	392.164	0	0
FBtr0070078	517	329.664	34.7131	2.58811
FBtr0336920	787	598.951	45.3876	1.86255
FBtr0336921	526	338.564	4.02622	0.292293
FBtr0343501	627	439.002	0	0
FBtr0070079	2345	2156.95	1496	17.0472
FBtr0070080	1119	930.951	1.72488	0.0455401
FBtr0340145	1344	1155.95	10.2751	0.218478
FBtr0070088	1243	1054.95	19.6365	0.457501
FBtr0070092	1950	1761.95	10935.8	152.551
FBtr0070093	2123	1934.95	397.237	5.04593
FBtr0070094	4342	4153.95	6801	40.2413
FBtr0070099	2279	2090.95	12831	150.826
FBtr0070100	1310	1121.95	1	0.0219072
FBtr0070101	1805	1616.95	0	0
FBtr0070102	1821	1632.95	0.0021167	3.18601e-05
FBtr0273442	1711	1522.95	173.576	2.80133
FBtr0273443	1603	1414.95	9.03686	0.156977
FBtr0344150	1730	1541.95	29.9145	0.476839
FBtr0344151	1834	1645.95	190.471	2.84428
FBtr0070103	1492	1303.95	16.9502	0.319502
FBtr0300326	4823	4634.95	57.0498	0.302531
FBtr0342963	1675	1486.95	0	0
FBtr0070107	1630	1441.95	138.963	2.3687
FBtr0070108	1731	1542.95	1404.12	22.3672
FBtr0340207	1751	1562.95	56.9206	0.895127
FBtr0070109	5422	5233.95	0	0
FBtr0307291	6331	6142.95	54.2583	0.217095
FBtr0307292	5251	5062.95	0	0
FBtr0307293	5425	5236.95	81.5651	0.382813
FBtr0307294	6324	6135.95	25.1808	0.100867
FBtr0307295	5425	5236.95	67.9958	0.319128
FBtr0070115	1175	986.951	2067	51.4761
FBtr0070116	2256	2067.95	2124.24	25.2479
FBtr0070117	2199	2010.95	67.6134	0.826403
