target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3326.25	0	0
FBtr0307554	3546	3335.25	26.25	0.22675
FBtr0307555	4528	4317.25	24.75	0.165164
FBtr0070002	1226	1015.25	0	0
FBtr0070003	1164	953.25	5	0.151116
FBtr0301569	2929	2718.25	0	0
FBtr0343166	3140	2929.25	0	0
FBtr0070029	1164	953.25	0	0
FBtr0301572	466	259.248	1	0.11113
FBtr0070032	981	770.25	0	0
FBtr0070035	1129	918.25	0	0
FBtr0070036	611	400.83	85	6.1095
FBtr0070045	2227	2016.25	4066	58.0991
FBtr0070046	2844	2633.25	2947	32.2429
FBtr0299869	778	567.25	95596.7	4855.29
FBtr0299870	789	578.25	24043.6	1197.93
FBtr0333910	1224	1013.25	799.695	22.7381
FBtr0070063	6538	6327.25	9473.13	43.1345
FBtr0332992	7235	7024.25	619.871	2.54242
FBtr0070064	2054	1843.25	4060.95	63.4731
FBtr0070065	2110	1899.25	780.049	11.8328
FBtr0070066	3352	3141.25	83.1956	0.763034
FBtr0070067	3376	3165.25	0	0
FBtr0070068	3402	3191.25	0	0
FBtr0342962	4130	3919.25	4.80443	0.0353171
FBtr0344149	3428	3217.25	0	0
FBtr0070069	1055	844.25	0	0
FBtr0070070	1188	977.25	0	0
FBtr0070071	2038	1827.25	2	0.031534
FBtr0070072	917	706.25	0	0
FBtr0070073	1438	1227.25	1	0.0234754
FBtr0070074	1097	886.25	0	0
FBtr0070075	2430	2219.25	0	0
FBtr0070076	743	532.305	30.7106	1.66217
FBtr0112947	812	601.25	1570.04	75.2319
FBtr0070077	532	323.035	2.27175	0.202608
FBtr0336919	837	626.25	90.8761	4.1807
FBtr0300328	580	370.096	0	0
FBtr0070078	517	308.384	46.0362	4.30085
FBtr0336920	787	576.25	46.0659	2.30312
FBtr0336921	526	317.196	0	0
FBtr0343501	627	416.625	0	0
FBtr0070079	2345	2134.25	1146	15.4698
FBtr0070080	1119	908.25	0	0
FBtr0340145	1344	1133.25	9	0.228804
FBtr0070088	1243	1032.25	7.12524	0.198866
FBtr0070092	1950	1739.25	8352.96	138.365
FBtr0070093	2123	1912.25	332.038	5.00253
FBtr0070094	4342	4131.25	5309	37.0235
FBtr0070099	2279	2068.25	864	12.0353
FBtr0070100	1310	1099.25	27	0.707642
FBtr0070101	1805	1594.25	139.863	2.52751
FBtr0070102	1821	1610.25	0.00230708	4.12777e-05
FBtr0273442	1711	1500.25	79.8041	1.53253
FBtr0273443	1603	1392.25	5.19529	0.107508
FBtr0344150	1730	1519.25	56.594	1.07322
FBtr0344151	1834	1623.25	120.542	2.13943
FBtr0070103	1492	1281.25	11.8058	0.265465
FBtr0300326	4823	4612.25	30.4622	0.190281
FBtr0342963	1675	1464.25	4.73207	0.093107
FBtr0070107	1630	1419.25	146.043	2.96461
FBtr0070108	1731	1520.25	1250.42	23.6967
FBtr0340207	1751	1540.25	20.5359	0.384123
FBtr0070109	5422	5211.25	51.7544	0.286122
FBtr0307291	6331	6120.25	0	0
FBtr0307292	5251	5040.25	1.62848e-07	9.30845e-10
FBtr0307293	5425	5214.25	22.5723	0.124718
FBtr0307294	6324	6113.25	24.3873	0.114931
FBtr0307295	5425	5214.25	50.286	0.277844
FBtr0070115	1175	964.25	1791	53.5122
FBtr0070116	2256	2045.25	1815.82	25.5783
FBtr0070117	2199	1988.25	0	0
FBtr0070118	2197	1986.25	272.185	3.94799
FBtr0070119	3680	3469.25	4426	36.7555
FBtr0070120	4901	4690.25	2590.12	15.91
FBtr0340081	4889	4678.25	35.2694	0.217201
FBtr0340082	4657	4446.25	495.612	3.2114
FBtr0070121	1550	1339.25	1448	31.1497
FBtr0308651	1229	1018.25	102.875	2.91074
FBtr0070122	696	485.408	4895.47	290.559
FBtr0343564	1145	934.25	417.653	12.8795
FBtr0070134	1236	1025.25	136.823	3.84483
FBtr0343759	1362	1151.25	14.6367	0.366285
FBtr0070135	2124	1913.25	747.296	11.253
FBtr0070136	2103	1892.25	529.05	8.05499
FBtr0070137	2193	1982.25	257.654	3.74477
FBtr0070138	2249	2038.25	255.274	3.60823
FBtr0112928	2304	2093.25	10.654	0.146635
FBtr0345511	3250	3039.25	6.07243	0.0575628
FBtr0479789	3208	2997.25	2529.07	24.31
FBtr0479790	3915	3704.25	282.927	2.2005
FBtr0070142	475	267.742	0	0
FBtr0290198	1427	1216.25	4	0.094751
FBtr0070145	1802	1591.25	3	0.0543162
FBtr0070146	3619	3408.25	7880	66.6103
FBtr0070147	1603	1392.25	5	0.103466
FBtr0070148	1100	889.25	75411	2443.19
FBtr0070149	1565	1354.25	18	0.382931
FBtr0070150	1686	1475.25	19.7851	0.386384
FBtr0070151	6137	5926.25	7449.19	36.2139
FBtr0308652	5149	4938.25	1279.81	7.46651
FBtr0070155	568	358.278	50640.3	4072.14
FBtr0070156	555	345.629	3817.76	318.233
FBtr0070157	535	325.969	302.123	26.7026
FBtr0070158	592	381.946	373.373	28.1635
FBtr0345321	493	285.132	11645.5	1176.68
FBtr0070159	387	186.256	3806	588.716
FBtr0070160	499	290.958	482	47.7269
FBtr0070161	4310	4099.25	2643.61	18.5797
FBtr0110791	4398	4187.25	89.0944	0.613011
FBtr0339430	4725	4514.25	579.803	3.70033
FBtr0339431	4307	4096.25	362.29	2.5481
FBtr0339432	4391	4180.25	4872.13	33.5786
FBtr0339433	4448	4237.25	253.642	1.72458
FBtr0339434	3741	3530.25	754.436	6.15692
FBtr0110804	516	307.384	0	0
FBtr0070163	881	670.25	0	0
FBtr0070164	634	423.583	0	0
FBtr0310165	645	434.497	0	0
FBtr0070165	602	391.869	1289	94.7673
FBtr0307181	2880	2669.25	10.9547	0.118238
FBtr0345512	3540	3329.25	10.0886	0.0873036
FBtr0070167	2100	1889.25	216.156	3.29628
FBtr0070168	1777	1566.25	1083.45	19.9294
FBtr0070169	1896	1685.25	248.948	4.2559
FBtr0307182	1623	1412.25	2788.02	56.8763
FBtr0332589	1656	1445.25	49.4228	0.985215
FBtr0070170	2155	1944.25	1982.39	29.3753
FBtr0070171	667	456.408	4	0.252495
FBtr0070172	590	379.946	0	0
FBtr0070173	1412	1201.25	1403	33.6489
FBtr0070179	1107	896.25	174	5.59328
FBtr0070180	489	281.161	1	0.102469
FBtr0070181	4766	4555.25	5.03827	0.0318651
FBtr0113327	4995	4784.25	62.6911	0.377518
FBtr0331339	4766	4555.25	5.03827	0.0318651
FBtr0331340	4325	4114.25	2788.23	19.5247
FBtr0070182	2214	2003.25	5884	84.6221
FBtr0070183	2462	2251.25	66.4238	0.850053
FBtr0070184	462	255.378	4	0.451256
FBtr0070185	2073	1862.25	3	0.0464119
FBtr0342734	2540	2329.25	0	0
FBtr0070186	839	628.25	22	1.00887
FBtr0070187	2496	2285.25	26.615	0.335535
FBtr0070188	1515	1304.25	2784.96	61.5183
FBtr0070189	1545	1334.25	10	0.215928
FBtr0331301	1301	1090.25	12	0.317104
FBtr0070195	987	776.25	0	0
FBtr0310459	500	291.958	0	0
FBtr0336688	1664	1453.25	45.5762	0.903534
FBtr0070197	1199	988.25	898.041	26.1804
FBtr0310611	1698	1487.25	0	0
FBtr0345513	2256	2045.25	30.9593	0.436105
FBtr0070198	783	572.25	0	0
FBtr0342727	1387	1176.25	0	0
FBtr0070199	1430	1219.25	0	0
FBtr0310612	1564	1353.25	2	0.0425793
FBtr0070200	1413	1202.25	2	0.0479272
FBtr0070201	2704	2493.25	76	0.878201
FBtr0345506	2801	2590.25	0	0
FBtr0070202	2579	2368.25	5	0.0608259
FBtr0070203	1603	1392.25	7229	149.592
FBtr0070204	819	608.25	25	1.18414
FBtr0070205	1884	1673.25	35.8553	0.617361
FBtr0342728	1744	1533.25	307.145	5.77134
FBtr0070206	1599	1388.25	4	0.0830116
FBtr0342729	980	769.25	0	0
FBtr0070207	6581	6370.25	12649	57.2066
FBtr0070209	2347	2136.25	4701.12	63.4009
FBtr0310619	1989	1778.25	110.881	1.79644
FBtr0070211	1002	791.25	5.2265	0.190302
FBtr0303284	910	699.25	11.7735	0.485087
FBtr0070212	2460	2249.25	4698	60.1758
FBtr0070213	690	479.408	3	0.180286
FBtr0070215	3055	2844.25	2837.3	28.7398
FBtr0339772	3096	2885.25	58.5877	0.585019
FBtr0339773	2945	2734.25	9.34315e-07	9.84468e-09
FBtr0339774	3635	3424.25	177.116	1.49018
FBtr0070216	2708	2497.25	5117.6	59.0406
FBtr0070217	2853	2642.25	399.337	4.35424
FBtr0070218	2739	2528.25	60.0609	0.684413
FBtr0070219	3697	3486.25	44.2222	0.36545
FBtr0070222	3438	3227.25	14.117	0.126025
FBtr0342735	3484	3273.25	0.00124836	1.09877e-05
FBtr0342736	3220	3009.25	14.1286	0.135266
FBtr0342737	3585	3374.25	27.1013	0.231398
FBtr0330317	3511	3300.25	18.9579	0.165497
FBtr0330318	3726	3515.25	0	0
FBtr0330319	3254	3043.25	106.444	1.0077
FBtr0330320	4058	3847.25	31.0262	0.23234
FBtr0479843	3484	3273.25	0.00124836	1.09877e-05
FBtr0070225	3784	3573.25	1984.47	16.0003
FBtr0332291	3799	3588.25	0	0
FBtr0332292	3603	3392.25	68.5256	0.581984
FBtr0070230	3382	3171.25	2312	21.0041
FBtr0070231	1713	1502.25	69	1.32328
FBtr0070233	831	620.25	975	45.2881
FBtr0070234	1114	903.25	2670	85.1628
FBtr0070235	3623	3412.25	3564.11	30.0924
FBtr0342738	3887	3676.25	974.763	7.63907
FBtr0332287	3620	3409.25	50.1279	0.423611
FBtr0070236	2319	2108.25	1550.07	21.1825
FBtr0070237	1374	1163.25	86.9252	2.15288
FBtr0332288	2243	2032.25	0	0
FBtr0070238	4457	4246.25	54.5354	0.370015
FBtr0342730	4397	4186.25	87.4646	0.60194
FBtr0070239	5365	5154.25	3731.35	20.8568
FBtr0070241	4274	4063.25	42.8321	0.303698
FBtr0342731	5323	5112.25	232.149	1.30828
FBtr0310282	5414	5203.25	0	0
FBtr0310283	5157	4946.25	0.00256142	1.49194e-05
FBtr0303264	5470	5259.25	185.664	1.01707
FBtr0302877	404	201.455	0	0
FBtr0070244	7025	6814.25	148.055	0.625965
FBtr0330391	7025	6814.25	148.055	0.625965
FBtr0345507	6975	6764.25	60.8907	0.259345
FBtr0070245	2890	2679.25	1760	18.9254
FBtr0070250	1487	1276.25	824.824	18.6197
FBtr0345522	3018	2807.25	64.1762	0.658626
FBtr0070251	2159	1948.25	1	0.0147877
FBtr0070252	1638	1427.25	1	0.0201858
FBtr0070253	859	648.25	70.459	3.13141
FBtr0339576	905	694.25	42.2767	1.75441
FBtr0339577	855	644.25	95.7654	4.28254
FBtr0300352	799	588.25	0	0
FBtr0345508	1474	1263.25	24.6488	0.56215
FBtr0070254	753	542.305	50.8501	2.70144
FBtr0070257	1082	871.25	1	0.0330677
FBtr0070259	2082	1871.25	2735.56	42.1174
FBtr0339589	2672	2461.25	406.922	4.76323
FBtr0070260	3254	3043.25	165.408	1.5659
FBtr0339591	4686	4475.25	131.257	0.844992
FBtr0339590	2776	2565.25	5016.33	56.3382
FBtr0070269	3161	2950.25	1250	12.2067
FBtr0070270	2540	2329.25	1311.57	16.2227
FBtr0333115	3038	2827.25	102.478	1.04427
FBtr0273400	1470	1259.25	0	0
FBtr0308320	3151	2940.25	11.9147	0.116747
FBtr0070272	2139	1928.25	0	0
FBtr0070277	2149	1938.25	59.2422	0.880577
FBtr0302174	2966	2755.25	0.000161873	1.69263e-06
FBtr0302175	2336	2125.25	0	0
FBtr0345509	2972	2761.25	6.90773	0.0720735
