target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3351.99	0	0
FBtr0307554	3546	3360.99	26.3169	0.219404
FBtr0307555	4528	4342.98	49.6831	0.320552
FBtr0070002	1226	1040.99	0	0
FBtr0070003	1164	978.985	0	0
FBtr0301569	2929	2743.99	1	0.0102116
FBtr0343166	3140	2954.99	0	0
FBtr0070029	1164	978.985	0	0
FBtr0301572	466	283.535	1	0.098826
FBtr0070032	981	795.985	2	0.0704048
FBtr0070035	1129	943.985	0	0
FBtr0070036	611	426.087	24	1.5783
FBtr0070045	2227	2041.99	4494	61.6677
FBtr0070046	2844	2658.99	3972	41.8573
FBtr0299869	778	592.985	94382.8	4459.91
FBtr0299870	789	603.985	23682.1	1098.68
FBtr0333910	1224	1038.99	743.131	20.0416
FBtr0070063	6538	6352.98	15652.1	69.0355
FBtr0332992	7235	7049.98	856.882	3.40573
FBtr0070064	2054	1868.99	3750.61	56.2307
FBtr0070065	2110	1924.99	1155.89	16.8255
FBtr0070066	3352	3166.99	0	0
FBtr0070067	3376	3190.99	66	0.579557
FBtr0070068	3402	3216.99	0	0
FBtr0342962	4130	3944.99	0	0
FBtr0344149	3428	3242.99	0	0
FBtr0070069	1055	869.985	0	0
FBtr0070070	1188	1002.99	1	0.0279372
FBtr0070071	2038	1852.99	3	0.0453656
FBtr0070072	917	731.985	3	0.114841
FBtr0070073	1438	1252.99	1	0.0223631
FBtr0070074	1097	911.985	4	0.122899
FBtr0070075	2430	2244.99	0	0
FBtr0070076	743	558.041	31.2016	1.56671
FBtr0112947	812	626.985	1732.63	77.4329
FBtr0070077	532	347.551	2.25812	0.182056
FBtr0336919	837	651.985	54.7198	2.35171
FBtr0300328	580	395.295	2.7192	0.192751
FBtr0070078	517	332.755	32.2294	2.71397
FBtr0336920	787	601.985	41.2439	1.91978
FBtr0336921	526	341.62	0	0
FBtr0343501	627	442.087	0	0
FBtr0070079	2345	2159.99	1672	21.6902
FBtr0070080	1119	933.985	4	0.120004
FBtr0340145	1344	1158.99	0	0
FBtr0070088	1243	1057.99	32.7632	0.867729
FBtr0070092	1950	1764.99	5682.45	90.2136
FBtr0070093	2123	1937.99	336.55	4.86605
FBtr0070094	4342	4156.98	5375	36.2308
FBtr0070099	2279	2093.99	5455	72.9959
FBtr0070100	1310	1124.99	0	0
FBtr0070101	1805	1619.99	111.794	1.93368
FBtr0070102	1821	1635.99	7.78782e-05	1.33387e-06
