target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3330.37	0.447629	0.00383484
FBtr0307554	3546	3339.37	0.013189	0.000112686
FBtr0307555	4528	4321.37	30.5392	0.201631
FBtr0070002	1226	1019.37	0	0
FBtr0070003	1164	957.368	4	0.119207
FBtr0301569	2929	2722.37	2	0.0209606
FBtr0343166	3140	2933.37	0	0
FBtr0070029	1164	957.368	0	0
FBtr0301572	466	262.589	0	0
FBtr0070032	981	774.368	1	0.0368445
FBtr0070035	1129	922.368	0	0
FBtr0070036	611	404.906	50	3.52319
FBtr0070045	2227	2020.37	4468	63.0962
FBtr0070046	2844	2637.37	3547	38.3717
FBtr0299869	778	571.551	90364.3	4510.89
FBtr0299870	789	582.551	23158.9	1134.24
FBtr0333910	1224	1017.37	1001.81	28.095
FBtr0070063	6538	6331.37	10631.5	47.9091
FBtr0332992	7235	7028.37	693.494	2.8152
FBtr0070064	2054	1847.37	3462.35	53.4734
FBtr0070065	2110	1903.37	1053.65	15.7941
FBtr0070066	3352	3145.37	6.16609e-06	5.59318e-08
FBtr0070067	3376	3169.37	103	0.927225
FBtr0070068	3402	3195.37	0	0
FBtr0342962	4130	3923.37	0	0
FBtr0344149	3428	3221.37	6.05981e-08	5.36709e-10
FBtr0070069	1055	848.368	0	0
FBtr0070070	1188	981.368	0	0
FBtr0070071	2038	1831.37	1	0.0155792
FBtr0070072	917	710.368	0	0
FBtr0070073	1438	1231.37	0	0
FBtr0070074	1097	890.368	0	0
FBtr0070075	2430	2223.37	0	0
FBtr0070076	743	536.551	28.6606	1.52403
FBtr0112947	812	605.492	1308.19	61.6429
FBtr0070077	532	326.942	31.9599	2.78904
FBtr0336919	837	630.431	41.5456	1.88022
FBtr0300328	580	374.102	4.95291	0.377738
FBtr0070078	517	312.292	35.5903	3.25155
FBtr0336920	787	580.551	33.0723	1.62534
FBtr0336921	526	321.007	12.0273	1.06899
FBtr0343501	627	420.782	0	0
FBtr0070079	2345	2138.37	1234	16.4647
FBtr0070080	1119	912.368	0	0
FBtr0340145	1344	1137.37	10	0.250853
FBtr0070088	1243	1036.37	14.0052	0.385564
FBtr0070092	1950	1743.37	8180.51	133.879
FBtr0070093	2123	1916.37	273.485	4.0717
FBtr0070094	4342	4135.37	4921	33.9516
FBtr0070099	2279	2072.37	1613	22.2069
FBtr0070100	1310	1103.37	0	0
FBtr0070101	1805	1598.37	196.639	3.51006
FBtr0070102	1821	1614.37	2.3723e-08	4.19265e-10
FBtr0273442	1711	1504.37	89.5935	1.69919
FBtr0273443	1603	1396.37	5.34182	0.109147
FBtr0344150	1730	1523.37	57.4916	1.07676
FBtr0344151	1834	1627.37	121.934	2.13776
FBtr0070103	1492	1285.37	16.5106	0.366485
FBtr0300326	4823	4616.37	30.4894	0.188438
FBtr0342963	1675	1468.37	0	0
FBtr0070107	1630	1423.37	106.695	2.13868
FBtr0070108	1731	1524.37	1367.33	25.5919
FBtr0340207	1751	1544.37	4.97818	0.0919687
FBtr0070109	5422	5215.37	12.0402	0.0658669
FBtr0307291	6331	6124.37	29.8226	0.138933
FBtr0307292	5251	5044.37	0	0
FBtr0307293	5425	5218.37	28.5092	0.155873
FBtr0307294	6324	6117.37	1.65102e-07	7.70032e-10
FBtr0307295	5425	5218.37	88.628	0.48457
FBtr0070115	1175	968.368	1715	50.5294
FBtr0070116	2256	2049.37	1812.44	25.2327
FBtr0070117	2199	1992.37	52.6589	0.754089
FBtr0070118	2197	1990.37	230.901	3.30989
FBtr0070119	3680	3473.37	3751	30.8118
FBtr0070120	4901	4694.37	2223.46	13.5137
FBtr0340081	4889	4682.37	157.206	0.957909
FBtr0340082	4657	4450.37	519.33	3.32941
FBtr0070121	1550	1343.37	1552	32.9623
FBtr0308651	1229	1022.37	129.913	3.6255
FBtr0070122	696	489.604	5116.39	298.153
FBtr0343564	1145	938.368	476.697	14.4941
FBtr0070134	1236	1029.37	106.837	2.96123
FBtr0343759	1362	1155.37	13.2569	0.327374
FBtr0070135	2124	1917.37	946.233	14.0803
FBtr0070136	2103	1896.37	545.676	8.20981
FBtr0070137	2193	1986.37	215.09	3.08945
FBtr0070138	2249	2042.37	274	3.82769
FBtr0112928	2304	2097.37	0	0
FBtr0345511	3250	3043.37	0	0
FBtr0479789	3208	3001.37	2435	23.1473
FBtr0479790	3915	3708.37	277.996	2.13883
FBtr0070142	475	271.132	1	0.10523
FBtr0290198	1427	1220.37	6	0.140275
FBtr0070145	1802	1595.37	11	0.196722
FBtr0070146	3619	3412.37	8327	69.6231
FBtr0070147	1603	1396.37	8.99989	0.18389
FBtr0070148	1100	893.368	75695	2417.45
FBtr0070149	1565	1358.37	7	0.147028
FBtr0070150	1686	1479.37	14.0573	0.27111
FBtr0070151	6137	5930.37	8150.46	39.2122
FBtr0308652	5149	4942.37	1655.54	9.55708
FBtr0070155	568	362.25	47829.7	3767.13
FBtr0070156	555	349.535	4088.32	333.714
FBtr0070157	535	329.942	313.698	27.1266
FBtr0070158	592	386.026	394.144	29.1313
FBtr0345321	493	288.68	11912.1	1177.31
FBtr0070159	387	189.513	3706	557.938
FBtr0070160	499	294.505	493	47.7612
