target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3330.64	0	0
FBtr0307554	3546	3339.64	28.2962	0.269255
FBtr0307555	4528	4321.64	9.70376	0.0713552
FBtr0070002	1226	1019.64	0	0
FBtr0070003	1164	957.643	1	0.0331842
FBtr0301569	2929	2722.64	0	0
FBtr0343166	3140	2933.64	0	0
FBtr0070029	1164	957.643	0	0
FBtr0301572	466	262.625	2	0.242008
FBtr0070032	981	774.643	0	0
FBtr0070035	1129	922.643	0	0
FBtr0070036	611	404.991	63	4.94344
FBtr0070045	2227	2020.64	3262	51.3014
FBtr0070046	2844	2637.64	2353	28.3492
FBtr0299869	778	571.764	84081.6	4673.24
FBtr0299870	789	582.707	23427	1277.62
FBtr0333910	1224	1017.64	739.475	23.092
FBtr0070063	6538	6331.64	8403.74	42.1785
FBtr0332992	7235	7028.64	681.256	3.08016
FBtr0070064	2054	1847.64	3386.17	58.2404
FBtr0070065	2110	1903.64	883.834	14.7543
FBtr0070066	3352	3145.64	0	0
FBtr0070067	3376	3169.64	84.976	0.851962
FBtr0070068	3402	3195.64	0	0
FBtr0342962	4130	3923.64	0	0
FBtr0344149	3428	3221.64	32.024	0.315888
FBtr0070069	1055	848.643	1	0.0374463
FBtr0070070	1188	981.643	0	0
FBtr0070071	2038	1831.64	7	0.121448
FBtr0070072	917	710.643	0	0
FBtr0070073	1438	1231.64	0	0
FBtr0070074	1097	890.643	0	0
FBtr0070075	2430	2223.64	0	0
FBtr0070076	743	536.764	46.9157	2.7776
FBtr0112947	812	605.707	1191.8	62.5281
FBtr0070077	532	326.877	11.5831	1.12609
FBtr0336919	837	630.707	64.3516	3.2424
FBtr0300328	580	374.22	2.91145	0.247239
FBtr0070078	517	312.099	32.5713	3.31647
FBtr0336920	787	580.707	50.0876	2.74099
FBtr0336921	526	320.877	1.77993	0.176278
FBtr0343501	627	420.91	0	0
FBtr0070079	2345	2138.64	1036	15.3942
FBtr0070080	1119	912.643	0.00369997	0.000128834
FBtr0340145	1344	1137.64	9.9963	0.279234
FBtr0070088	1243	1036.64	9.57532	0.293534
FBtr0070092	1950	1743.64	7761.23	141.452
FBtr0070093	2123	1916.64	220.766	3.66037
FBtr0070094	4342	4135.64	4954	38.0669
FBtr0070099	2279	2072.64	1379	21.1434
FBtr0070100	1310	1103.64	1	0.0287943
FBtr0070101	1805	1598.64	0	0
FBtr0070102	1821	1614.64	40.8894	0.804765
FBtr0273442	1711	1504.64	37.6026	0.794181
FBtr0273443	1603	1396.64	0	0
FBtr0344150	1730	1523.64	66.4492	1.38593
FBtr0344151	1834	1627.64	186.059	3.63266
FBtr0070103	1492	1285.64	18.9825	0.46921
FBtr0300326	4823	4616.64	18.0175	0.124023
FBtr0342963	1675	1468.64	0	0
FBtr0070107	1630	1423.64	96.168	2.14666
FBtr0070108	1731	1524.64	1209.65	25.2131
FBtr0340207	1751	1544.64	43.1792	0.888344
FBtr0070109	5422	5215.64	30.7228	0.187192
FBtr0307291	6331	6124.64	0	0
FBtr0307292	5251	5044.64	0	0
FBtr0307293	5425	5218.64	75.4451	0.459418
FBtr0307294	6324	6117.64	22.832	0.118603
FBtr0307295	5425	5218.64	2.66426e-06	1.62238e-08
FBtr0070115	1175	968.643	1504	49.3422
FBtr0070116	2256	2049.64	1497.56	23.2188
FBtr0070117	2199	1992.64	0	0
FBtr0070118	2197	1990.64	267.439	4.26939
FBtr0070119	3680	3473.64	4467	40.8663
FBtr0070120	4901	4694.64	2101.79	14.2272
FBtr0340081	4889	4682.64	77.718	0.52743
FBtr0340082	4657	4450.64	291.497	2.08135
FBtr0070121	1550	1343.64	1229	29.0671
FBtr0308651	1229	1022.64	136.635	4.24592
FBtr0070122	696	489.867	4699.96	304.895
FBtr0343564	1145	938.643	410.746	13.9062
FBtr0070134	1236	1029.64	133.562	4.12221
FBtr0343759	1362	1155.64	15.1092	0.415481
FBtr0070135	2124	1917.64	678.913	11.2507
FBtr0070136	2103	1896.64	546.175	9.15125
FBtr0070137	2193	1986.64	180.912	2.8939
FBtr0070138	2249	2042.64	214.314	3.3342
FBtr0112928	2304	2097.64	4.64563	0.0703798
FBtr0345511	3250	3043.64	3.0406	0.0317468
FBtr0479789	3208	3001.64	1956.19	20.7103
FBtr0479790	3915	3708.64	230.807	1.97773
FBtr0070142	475	271.302	0	0
FBtr0290198	1427	1220.64	5	0.130171
FBtr0070145	1802	1595.64	7	0.139411
FBtr0070146	3619	3412.64	6801	63.331
FBtr0070147	1603	1396.64	3.41454	0.0776929
FBtr0070148	1100	893.643	70344	2501.48
FBtr0070149	1565	1358.64	12	0.280679
FBtr0070150	1686	1479.64	9.48173	0.203641
FBtr0070151	6137	5930.64	6478.96	34.7167
FBtr0308652	5149	4942.64	765.697	4.92303
FBtr0070155	568	362.295	45932.3	4028.94
FBtr0070156	555	349.473	3539.24	321.833
FBtr0070157	535	329.778	397.739	38.3275
FBtr0070158	592	386.07	420.895	34.6451
FBtr0345321	493	288.881	10463.8	1151.07
FBtr0070159	387	189.641	3672	615.326
FBtr0070160	499	294.559	495	53.4032
FBtr0070161	4310	4103.64	2478.88	19.1964
FBtr0110791	4398	4191.64	60.2837	0.457036
FBtr0339430	4725	4518.64	421.959	2.96754
FBtr0339431	4307	4100.64	177.171	1.37301
FBtr0339432	4391	4184.64	3605.02	27.3769
FBtr0339433	4448	4241.64	204.912	1.53521
FBtr0339434	3741	3534.64	665.777	5.98574
FBtr0110804	516	311.131	0	0
FBtr0070163	881	674.643	0	0
FBtr0070164	634	427.91	0	0
FBtr0310165	645	438.867	0	0
FBtr0070165	602	396.031	1153	92.5198
FBtr0307181	2880	2673.64	19.066	0.226616
FBtr0345512	3540	3333.64	0	0
FBtr0070167	2100	1893.64	239.543	4.01994
FBtr0070168	1777	1570.64	778.567	15.7526
FBtr0070169	1896	1689.64	244.017	4.58943
FBtr0307182	1623	1416.64	3108.95	69.741
FBtr0332589	1656	1449.64	91.9199	2.01504
FBtr0070170	2155	1948.64	1656.91	27.021
FBtr0070171	667	460.867	2	0.137908
FBtr0070172	590	384.07	0	0
FBtr0070173	1412	1205.64	1104	29.0995
FBtr0070179	1107	900.643	124	4.37526
FBtr0070180	489	284.997	1	0.111505
FBtr0070181	4766	4559.64	0	0
FBtr0113327	4995	4788.64	59.2487	0.393188
FBtr0331339	4766	4559.64	0	0
FBtr0331340	4325	4118.64	2401.75	18.5314
FBtr0070182	2214	2007.64	4437	70.2324
FBtr0070183	2462	2255.64	51.3569	0.723541
FBtr0070184	462	258.887	5	0.613754
FBtr0070185	2073	1866.64	0	0
FBtr0342734	2540	2333.64	3	0.0408528
FBtr0070186	839	632.707	18	0.904075
FBtr0070187	2496	2289.64	22.0882	0.306568
FBtr0070188	1515	1308.64	2393.93	58.1334
FBtr0070189	1545	1338.64	1	0.0237394
FBtr0331301	1301	1094.64	6	0.174186
FBtr0070195	987	780.643	0	0
FBtr0310459	500	295.529	0	0
FBtr0336688	1664	1457.64	64.6431	1.40931
FBtr0070197	1199	992.643	977.404	31.2907
FBtr0310611	1698	1491.64	17.9356	0.382107
FBtr0345513	2256	2049.64	42.6605	0.661427
FBtr0070198	783	576.707	2	0.110207
FBtr0342727	1387	1180.64	0	0
FBtr0070199	1430	1223.64	2	0.0519409
FBtr0310612	1564	1357.64	0	0
FBtr0070200	1413	1206.64	3	0.0790091
FBtr0070201	2704	2497.64	42.2511	0.537579
FBtr0345506	2801	2594.64	26.7489	0.327614
FBtr0070202	2579	2372.64	10	0.133937
FBtr0070203	1603	1396.64	6326	143.939
FBtr0070204	819	612.707	53	2.74889
FBtr0070205	1884	1677.64	35.9495	0.68097
FBtr0342728	1744	1537.64	331.051	6.84184
FBtr0070206	1599	1392.64	49.4962	1.12945
FBtr0342729	980	773.643	19.5038	0.801148
FBtr0070207	6581	6374.64	12084	60.2406
FBtr0070209	2347	2140.64	4292.8	63.7281
FBtr0310619	1989	1782.64	210.196	3.74709
FBtr0070211	1002	795.643	13	0.51923
FBtr0303284	910	703.643	0	0
FBtr0070212	2460	2253.64	4034	56.8834
FBtr0070213	690	483.867	2	0.131353
FBtr0070215	3055	2848.64	2610.96	29.127
FBtr0339772	3096	2889.64	66.0542	0.726425
FBtr0339773	2945	2738.64	0.000404741	4.69652e-06
FBtr0339774	3635	3428.64	200.989	1.86288
FBtr0070216	2708	2501.64	4345.13	55.1965
FBtr0070217	2853	2646.64	356.858	4.28484
FBtr0070218	2739	2532.64	0.014506	0.000182015
FBtr0070219	3697	3490.64	32.7687	0.298324
FBtr0070222	3438	3231.64	0	0
FBtr0342735	3484	3277.64	4.35742	0.0422476
FBtr0342736	3220	3013.64	0	0
FBtr0342737	3585	3378.64	0	0
FBtr0330317	3511	3304.64	30.1143	0.28959
FBtr0330318	3726	3519.64	0	0
FBtr0330319	3254	3047.64	114.115	1.1899
FBtr0330320	4058	3851.64	42.2873	0.348898
FBtr0479843	3484	3277.64	4.35742	0.0422476
FBtr0070225	3784	3577.64	1633.51	14.5097
FBtr0332291	3799	3592.64	0	0
FBtr0332292	3603	3396.64	120.489	1.12728
FBtr0070230	3382	3175.64	1981	19.8238
FBtr0070231	1713	1506.64	65	1.371
FBtr0070233	831	624.707	924	47.0035
FBtr0070234	1114	907.643	2102	73.5956
FBtr0070235	3623	3416.64	2831	26.3315
FBtr0342738	3887	3680.64	1199	10.3521
FBtr0332287	3620	3413.64	0.000206078	1.91844e-06
FBtr0070236	2319	2112.64	1439.71	21.6563
FBtr0070237	1374	1167.64	9.2899	0.252834
FBtr0332288	2243	2036.64	0	0
FBtr0070238	4457	4250.64	20.4703	0.15304
FBtr0342730	4397	4190.64	113.53	0.860921
FBtr0070239	5365	5158.64	3182.64	19.6059
FBtr0070241	4274	4067.64	79.8367	0.623726
FBtr0342731	5323	5116.64	101.734	0.631851
FBtr0310282	5414	5207.64	0	0
FBtr0310283	5157	4950.64	0	0
FBtr0303264	5470	5263.64	231.785	1.39937
FBtr0302877	404	205.309	0	0
FBtr0070244	7025	6818.64	131	0.610531
FBtr0330391	7025	6818.64	131	0.610531
FBtr0345507	6975	6768.64	2.54951e-07	1.19699e-09
FBtr0070245	2890	2683.64	1424	16.8624
FBtr0070250	1487	1280.64	696.906	17.2934
FBtr0345522	3018	2811.64	55.0942	0.622702
FBtr0070251	2159	1952.64	1	0.0162746
FBtr0070252	1638	1431.64	3	0.0665918
FBtr0070253	859	652.643	48.1605	2.34504
FBtr0339576	905	698.643	36.0489	1.63972
FBtr0339577	855	648.643	160.987	7.88714
FBtr0300352	799	592.707	0	0
FBtr0345508	1474	1267.64	28.8569	0.723415
FBtr0070254	753	546.764	54.9467	3.19357
FBtr0070257	1082	875.643	2	0.0725834
FBtr0070259	2082	1875.64	2355.2	39.9036
FBtr0339589	2672	2465.64	300.707	3.87568
FBtr0070260	3254	3047.64	59.3682	0.619048
FBtr0339591	4686	4479.64	147.027	1.04301
FBtr0339590	2776	2569.64	4824.6	59.6655
FBtr0070269	3161	2954.64	1120	12.0461
FBtr0070270	2540	2333.64	1076.32	14.6568
FBtr0333115	3038	2831.64	186.478	2.09278
FBtr0273400	1470	1263.64	0	0
FBtr0308320	3151	2944.64	7.26744	0.0784302
FBtr0070272	2139	1932.64	0	0
FBtr0070277	2149	1942.64	39.1978	0.641214
FBtr0302174	2966	2759.64	3.12517	0.0359878
FBtr0302175	2336	2129.64	0	0
FBtr0345509	2972	2765.64	0.214262	0.00246198
FBtr0070278	1115	908.643	0	0
FBtr0344154	1247	1040.64	0	0
FBtr0070279	2210	2003.64	918.345	14.5653
FBtr0330407	2218	2011.64	16.8346	0.265941
FBtr0333116	2047	1840.64	14.8204	0.255873
FBtr0070283	829	622.707	588.684	30.0423
FBtr0070284	6411	6204.64	6880.39	35.2396
FBtr0343517	6772	6565.64	59.9977	0.290397
FBtr0303587	5100	4893.64	1111.09	7.21522
FBtr0070285	457	254.119	0	0
FBtr0070289	1109	902.643	585.976	20.6299
FBtr0070290	1083	876.643	112097	4063.56
FBtr0339593	1035	828.643	928.461	35.6066
FBtr0339594	1088	881.643	1185.31	42.7243
FBtr0070293	1466	1259.64	0	0
FBtr0070294	1564	1357.64	814	19.0534
FBtr0070295	1063	856.643	66	2.44838
FBtr0070296	1634	1427.64	1303	29.0041
FBtr0070298	870	663.643	18	0.861931
FBtr0070301	803	596.707	0	0
FBtr0070308	842	635.643	1112.96	55.6416
FBtr0114454	865	658.643	13.0421	0.629262
FBtr0070310	3419	3212.64	1757.42	17.384
FBtr0339600	3404	3197.64	0	0
FBtr0070311	2543	2336.64	4093.06	55.666
FBtr0070312	1704	1497.64	2283.48	48.4532
FBtr0070313	1019	812.643	58.7738	2.29836
FBtr0331384	770	563.764	1307.12	73.6808
FBtr0070314	869	662.643	1366.37	65.5273
FBtr0332579	1076	869.643	117.633	4.29855
FBtr0070315	3459	3252.64	2181	21.3085
FBtr0070316	6065	5858.64	1564.05	8.48374
FBtr0344155	6716	6509.64	869.952	4.24691
FBtr0070317	3688	3481.64	2565.65	23.4178
FBtr0332586	3619	3412.64	9.35413	0.0871058
FBtr0070320	1648	1441.64	30.0343	0.662055
FBtr0070318	1791	1584.64	4659.07	93.4335
FBtr0070319	1747	1540.64	1140.33	23.5215
FBtr0332587	1544	1337.64	44.1793	1.04957
FBtr0332588	1765	1558.64	87.3791	1.78154
FBtr0070321	1105	898.643	903	31.9327
FBtr0070328	1097	890.643	15	0.535207
FBtr0070330	2070	1863.64	485.72	8.28242
FBtr0344156	2042	1835.64	562.061	9.73038
FBtr0070331	923	716.643	1195.99	53.0344
FBtr0070334	2436	2229.64	526.355	7.50201
FBtr0070335	2466	2259.64	54.6525	0.768608
FBtr0070336	2371	2164.64	30.7554	0.451512
FBtr0070337	2097	1890.64	3694.85	62.1043
FBtr0300254	2317	2110.64	192.001	2.89083
FBtr0300255	2521	2314.64	104.01	1.42799
FBtr0302435	2356	2149.64	9.6096	0.142061
FBtr0070338	920	713.643	110	4.89831
FBtr0070339	2664	2457.64	2886	37.3175
FBtr0070340	5230	5023.64	34	0.215077
FBtr0070341	2941	2734.64	2.96962	0.0345092
FBtr0303043	3782	3575.64	132.959	1.18167
FBtr0303044	2939	2732.64	4.9332	0.0573694
FBtr0303045	3780	3573.64	189.06	1.68121
FBtr0310288	2937	2730.64	18.0789	0.210398
FBtr0310289	3014	2807.64	0	0
FBtr0070342	583	377.07	16.4828	1.38913
FBtr0310443	897	690.643	103.517	4.76314
FBtr0070345	4868	4661.64	193.81	1.32121
FBtr0070343	3511	3304.64	0	0
FBtr0070344	3511	3304.64	4978.23	47.8724
FBtr0303048	3306	3099.64	436.374	4.47386
FBtr0310657	3877	3670.64	25.3927	0.219838
FBtr0310658	3369	3162.64	135.084	1.35734
FBtr0310659	3351	3144.64	0	0
FBtr0333801	3516	3309.64	54.2165	0.520576
FBtr0333802	3366	3159.64	0	0
FBtr0070346	2515	2308.64	2636.08	36.2857
FBtr0333803	3038	2831.64	128.694	1.44429
FBtr0070347	1203	996.643	1823	58.1275
FBtr0070349	2341	2134.64	607	9.03645
FBtr0070350	2297	2090.64	1512.68	22.9933
FBtr0070351	2447	2240.64	881.32	12.4996
FBtr0070352	4251	4044.64	9.69965	0.0762097
FBtr0070353	3221	3014.64	904.474	9.53443
FBtr0070354	3670	3463.64	558.454	5.12376
FBtr0332580	3883	3676.64	26.9111	0.232602
FBtr0305583	3935	3728.64	811.462	6.91595
FBtr0070355	937	730.643	5	0.21747
FBtr0070362	8251	8044.64	2110.5	8.33706
FBtr0070363	8314	8107.64	61.603	0.241458
FBtr0070364	501	296.529	487.81	52.2779
FBtr0331385	598	392.031	13.7139	1.11166
FBtr0070365	508	303.439	1044.62	109.401
FBtr0345510	920	713.643	97.3185	4.3336
FBtr0070366	1100	893.643	2711.11	96.4091
FBtr0339601	1097	890.643	454.887	16.2306
FBtr0070367	2158	1951.64	250.055	4.07164
FBtr0070368	1972	1765.64	1029.52	18.5296
FBtr0070369	3451	3244.64	6013.95	58.9016
FBtr0070370	3385	3178.64	1597.55	15.9715
FBtr0339494	3511	3304.64	288.501	2.77432
FBtr0070371	2170	1963.64	2060.95	33.3534
FBtr0301926	2167	1960.64	2842.05	46.0646
