target_id	length	eff_length	est_counts	tpm
FBtr0070000	3537	3330.53	0	0
FBtr0307554	3546	3339.53	33.6589	0.315699
FBtr0307555	4528	4321.53	31.3411	0.227162
FBtr0070002	1226	1019.53	0	0
FBtr0070003	1164	957.526	3	0.0981361
FBtr0301569	2929	2722.53	1	0.011505
FBtr0343166	3140	2933.53	0	0
FBtr0070029	1164	957.526	3	0.0981361
FBtr0301572	466	263.422	1	0.118907
FBtr0070032	981	774.526	0	0
FBtr0070035	1129	922.526	0	0
FBtr0070036	611	405.202	75	5.79759
FBtr0070045	2227	2020.53	3062	47.4678
FBtr0070046	2844	2637.53	2248	26.6967
FBtr0299869	778	571.716	83173.1	4556.81
FBtr0299870	789	582.716	23715.3	1274.76
FBtr0333910	1224	1017.53	643.642	19.8133
FBtr0070063	6538	6331.53	9265.64	45.838
FBtr0332992	7235	7028.53	709.355	3.16124
FBtr0070064	2054	1847.53	3678.15	62.3587
FBtr0070065	2110	1903.53	611.848	10.068
FBtr0070066	3352	3145.53	69.991	0.696958
FBtr0070067	3376	3169.53	0.0090452	8.93886e-05
FBtr0070068	3402	3195.53	5.98179e-07	5.86337e-09
FBtr0342962	4130	3923.53	0	0
FBtr0344149	3428	3221.53	0	0
FBtr0070069	1055	848.526	1	0.0369141
FBtr0070070	1188	981.526	1	0.0319122
FBtr0070071	2038	1831.53	2	0.0342039
FBtr0070072	917	710.526	0	0
FBtr0070073	1438	1231.53	0	0
FBtr0070074	1097	890.526	0	0
FBtr0070075	2430	2223.53	1	0.0140869
FBtr0070076	743	536.716	51.9486	3.03171
FBtr0112947	812	605.716	1128.48	58.3559
FBtr0070077	532	327.252	0	0
FBtr0336919	837	630.592	102.885	5.11049
FBtr0300328	580	374.318	4.19368	0.350924
FBtr0070078	517	312.412	67.3637	6.75393
FBtr0336920	787	580.716	39.1249	2.11032
FBtr0336921	526	321.317	0	0
FBtr0343501	627	421.119	0	0
FBtr0070079	2345	2138.53	1080	15.8186
FBtr0070080	1119	912.526	0	0
FBtr0340145	1344	1137.53	10	0.275357
FBtr0070088	1243	1036.53	11.0806	0.334843
FBtr0070092	1950	1743.53	8280.25	148.755
FBtr0070093	2123	1916.53	257.755	4.2126
FBtr0070094	4342	4135.53	5300	40.1424
FBtr0070099	2279	2072.53	1117	16.8815
FBtr0070100	1310	1103.53	51	1.44759
FBtr0070101	1805	1598.53	115.954	2.27208
FBtr0070102	1821	1614.53	0	0
FBtr0273442	1711	1504.53	46.4481	0.966999
FBtr0273443	1603	1396.53	0	0
FBtr0344150	1730	1523.53	36.4813	0.75003
FBtr0344151	1834	1627.53	131.117	2.52341
FBtr0070103	1492	1285.53	14.2111	0.346262
FBtr0300326	4823	4616.53	20.7889	0.141051
FBtr0342963	1675	1468.53	0	0
FBtr0070107	1630	1423.53	142.974	3.14594
FBtr0070108	1731	1524.53	936.798	19.2473
FBtr0340207	1751	1544.53	37.2281	0.754977
FBtr0070109	5422	5215.53	77.4594	0.465194
FBtr0307291	6331	6124.53	14.5645	0.0744869
FBtr0307292	5251	5044.53	0	0
FBtr0307293	5425	5218.53	52.8116	0.316986
FBtr0307294	6324	6117.53	17.5102	0.0896548
FBtr0307295	5425	5218.53	6.6544	0.039941
FBtr0070115	1175	968.526	1726	55.8197
FBtr0070116	2256	2049.53	1493.18	22.82
FBtr0070117	2199	1992.53	17.1805	0.270079
FBtr0070118	2197	1990.53	294.644	4.63648
FBtr0070119	3680	3473.53	4867	43.8883
FBtr0070120	4901	4694.53	2361.87	15.7588
FBtr0340081	4889	4682.53	187.489	1.25416
FBtr0340082	4657	4450.53	425.643	2.99566
FBtr0070121	1550	1343.53	1326	30.914
FBtr0308651	1229	1022.53	155.35	4.75876
FBtr0070122	696	489.766	4811.68	307.728
FBtr0343564	1145	938.526	230.968	7.70839
FBtr0070134	1236	1029.53	174.574	5.31129
FBtr0343759	1362	1155.53	8.14252	0.220718
FBtr0070135	2124	1917.53	582.09	9.50839
FBtr0070136	2103	1896.53	446.58	7.37561
FBtr0070137	2193	1986.53	307.33	4.84584
FBtr0070138	2249	2042.53	259.255	3.97574
FBtr0112928	2304	2097.53	4.7046	0.0702543
FBtr0345511	3250	3043.53	3.04049	0.0312913
FBtr0479789	3208	3001.53	2150.41	22.4407
FBtr0479790	3915	3708.53	183.59	1.55063
FBtr0070142	475	271.988	0	0
FBtr0290198	1427	1220.53	5	0.128316
FBtr0070145	1802	1595.53	7	0.137421
FBtr0070146	3619	3412.53	7083	65.0129
FBtr0070147	1603	1396.53	14	0.314005
FBtr0070148	1100	893.526	74020	2594.78
FBtr0070149	1565	1358.53	3	0.069169
FBtr0070150	1686	1479.53	33.2359	0.703627
